"1072_le Verger";8524408.86548908;44107246.8067459;13916171.1292018;2842370.00218825;0;0;0;0;0;3665618.16604884;569815.741455338;0;0;0;0;0;892094.930219821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1622360.11776103;152897.421977861;0;0
"1072_Le Verger";8520540.145626;44089924.290145;13904741.5940932;2841653.9214355;0;0;0;0;0;3667924.57886448;576031.371660265;0;0;0;0;0;892094.930219821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1622360.11776103;152939.455728388;0;0
"108_PDOD2V JARDINIERES";13413155.4215706;42528555.2877106;9422369.54616967;0;0;315997.47222402;0;0;0;1534099.23220479;2740360.22337282;0;1673360.06677136;0;0;1734076.5425552;2094855.28140579;0;418977.445340937;0;178253.495136832;0;0;0;0;0;0;0;0;0;0;0;0;190439.27536692;0;0;0
"108_PDOD2V THEATRE";13306973.4167884;42575225.4454654;9363473.33813435;0;0;433003.529681843;0;0;0;1594760.760938;2699649.83714636;0;1691856.76861904;0;0;1760949.73567185;2054346.77909973;0;430131.672703926;0;203094.234169209;0;0;0;0;0;0;0;0;0;0;0;0;132390.888988035;0;0;0
"1081_gs Langevin";933699.771461034;45495964.4748136;15432953.2302786;2427842.44350955;0;4130840.87002059;0;0;0;2384033.74790851;1616856.63377714;702517.238019275;0;0;0;0;655890.945647188;269802.832897531;386969.063332085;0;0;0;0;0;87451.6950467043;0;0;0;0;0;0;0;0;1314359.73510224;449099.234133364;0;0
"109_PDB ALLEE AU NORD DU PLAN D'EAU";13451017.8097632;41092722.4284265;11081116.4211894;0;0;932390.32032582;0;83520.1863284475;0;1950325.53083802;2373602.77586502;0;1710613.91160403;0;0;1427319.18431044;1719109.86434063;0;313588.969234017;0;97767.243261344;0;0;0;0;0;0;0;0;0;0;0;0;7771.92593091592;0;0;0
"109_PDB CHATEAU";14036003.059151;41736166.7351685;10681529.9208628;0;0;375773.459115603;0;0;0;1779876.56422656;2347911.0743373;0;1710613.91160403;0;0;1332441.70614123;1683339.87908775;0;229609.806723013;0;50117.1970604875;0;0;0;0;0;0;0;0;0;0;0;0;259500.046698009;0;0;0
"109_PDB GARENNE MUSSET";14519169.3845784;41624201.6008703;10556655.6573377;8691.1887417988;0;259213.483980006;0;0;0;1854564.95455862;2356150.37899182;0;1710613.91160403;0;0;1177919.83816426;1584201.13170209;0;138533.888642692;0;132.952604408121;0;0;0;0;0;0;0;0;0;0;0;0;473128.945929418;0;0;0
"109_PDB PARCELLE NORD PRAIRIE";12784267.139782;41082597.6507497;10799439.150095;0;0;1348926.96679385;0;78666.5358042604;0;1861013.55614906;2483642.0883247;0;1710613.91160403;0;0;1730399.22471245;1763321.08625844;0;417982.701942815;0;218651.10005215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"109_PDB VERGER";14005746.9017109;41304486.2791698;10964514.3678829;0;0;515004.446266376;0;42921.0972588361;0;1961935.80731281;2404026.77820798;0;1710457.65105293;0;0;1292593.34304961;1641788.67487842;0;214331.373468204;0;45868.3579754564;0;0;0;0;0;0;0;0;0;0;0;0;148078.914433801;0;0;0
"110_PDL ORCHIDEES PROTEGEES";13240005.8286705;41172897.17533;12196448.915205;0;0;948193.76741462;0;348361.530872869;0;3125491.98905387;1837338.10963311;0;1146365.94771219;0;0;365864.955948101;1146561.20474246;46653.0403754915;36038.3818196369;257837.240265562;348642.104899534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"110_PDL VERGER";12835561.7502273;41146716.5859132;12401443.6733862;0;0;1094814.82753731;0;348361.530872869;0;3052213.56458413;1818546.04828915;0;1146365.94771219;0;0;374420.812196146;1151192.11133555;116835.927874617;48660.8630385318;258095.82395142;387163.770888487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"110_PDL ZONE BOISEE";12074495.8349862;41143854.2908111;12710438.2650852;0;0;1467913.27235348;0;348361.530872869;0;2894780.81123674;1797406.04011682;0;1146365.94771219;0;0;401801.801804505;1179523.35142222;246964.308683191;84434.288242163;258095.82395142;439377.095610105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1103_champs de poire";10061425.1126887;43330916.0692866;9376638.61259818;3011435.96975533;0;0;0;0;0;7587669.69801063;2637087.2217355;0;0;0;0;0;284576.041423935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"111_Lilas - Prairie pâturée";780450.06636918;44279192.3409395;16529663.8164866;3313549.89656081;149299.309612971;3258423.2587764;0;0;0;2801677.96549665;1666109.03594902;332873.517571157;0;0;0;0;407912.531074495;1261.66175169808;0;0;0;0;0;0;259502.243839057;0;0;0;0;0;0;0;0;1608053.19622878;903070.477401449;0;0
"111_Lilas - Talus long rue Paul Armangot";1496901.95388937;46563486.709486;15869032.0726723;2843816.1641621;0;2329414.20986164;0;0;0;2517409.69268285;1579573.12875133;378642.970132315;0;0;0;0;516461.716035946;1540.10262100326;0;0;0;0;0;0;44896.1299179578;0;0;0;0;0;0;0;0;1563008.56441805;598523.607736298;0;0
"111_Lilas - Vergers";788339.994305537;45007836.1101826;16408923.4857113;3258780.23785172;45390.4545035588;2911498.45692264;0;0;0;2783204.66248803;1650760.43589565;288757.899083265;0;0;0;0;381945.016778323;440.294228453961;0;0;0;0;0;0;256689.730471854;0;0;0;0;0;0;0;0;1616263.68282504;888721.631977313;0;0
"1118_Villiersfins";284700.394131433;17549104.2659507;6373290.2352111;118483.058460521;0;0;0;0;0;51764.0647597134;1704718.74886067;18266849.9706861;0;0;0;1679491.80256114;2414135.68935812;973680.88477383;24091509.4000433;0;0;0;0;0;463222.317529734;0;0;0;0;0;0;0;0;2285461.81846742;0;0;0
"1119_Diagonale Arrou";284700.394131433;18923870.2620386;6620075.67560265;158525.505565606;0;0;0;0;0;0;2106777.39101781;17727585.2944428;0;0;0;1882284.42916191;2314446.60814321;1040386.47827005;21993390.4689287;0;0;0;0;0;609699.025234086;0;0;0;0;0;0;0;0;2641415.7224855;0;0;0
"112_PDT AIRE DE JEUX";18266521.953033;40662645.7459369;7287380.66796842;1090293.58165748;0;0;0;0;0;3444944.44471291;1697899.14526753;0;1375773.45667897;0;0;216051.48631602;1340903.50871582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;860073.170688926;0;0;0
"112_PDT ZONE BOISEE";18232788.8007304;40540654.0871117;7457606.42061476;1073758.80211298;0;0;0;0;0;3524427.03767467;1679670.87601335;0;1363517.27678367;0;0;216051.49182623;1346452.51164201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;813899.500906993;0;0;0
"1128_Zone 1 Prairie fleurie";8261052.95808901;31133694.2426247;635537.447660399;333044.21391806;0;0;541142.073665295;0;0;1746703.87698261;331501.642232495;0;0;44624.5104942131;0;0;2241222.39009032;1160040.98237849;372894.110310796;1953224.93911529;9205098.38530303;0;0;5280993.51073736;535602.746076089;56587.4654774653;0;0;0;0;0;0;0;0;0;0;12432454.9540083
"1128_Zone 2 vivaces";8264246.72912223;31158975.4228922;635537.447660399;341877.497976062;0;0;541142.073665295;0;0;1746703.87698261;331501.642232495;0;0;44189.0016279822;0;0;2271707.74292384;1160040.98237849;372894.110310796;1953827.96799053;9271595.85914484;0;0;5305946.20893008;535602.746076089;57700.1610960965;0;0;0;0;0;0;0;0;0;0;12255864.8809624
"1128_Zone 3 Massifs annuelles";8269268.40473335;31208791.6044832;635537.447660399;358036.800250588;0;0;541142.073665295;0;0;1746703.87698261;331501.642232495;0;0;29982.7204846605;0;0;2287908.6839853;1160040.98237849;372894.110310796;1938079.6260187;9259977.51400826;0;0;5226069.82802038;535602.746076089;61828.7235994506;0;0;0;0;0;0;0;0;0;0;12302007.8084968
"1128_Zone 4 jardin Français";8256607.86244471;31082325.6704689;635537.447660399;347324.664899638;0;0;541142.073665295;0;0;1746703.87698261;331501.642232495;0;0;27304.0151419952;0;0;2211812.61659095;1160040.98237849;372894.110310796;1906481.20828023;9136449.46501621;0;0;5135588.46374714;535602.746076089;63769.6143490991;0;0;0;0;0;0;0;0;0;0;12767791.7664545
"1128_Zone 5 Bois sacré";8279205.74883492;31221142.9250281;635537.447660399;404126.972361699;0;0;541142.073665295;0;0;1746703.87698261;331501.642232495;0;0;10098.0499827147;0;0;2317515.82762214;1160040.98237849;372894.110310796;1869378.78435715;9265728.95756328;0;0;5039621.1503809;535602.746076089;89869.6870609893;0;0;0;0;0;0;0;0;0;0;12453454.6176751
"1129_montreau gestion 1";5351156.68219377;50096626.0353691;8208976.53227132;2368459.9782998;0;0;0;0;0;6813466.36969495;3080405.55574223;0;0;0;0;0;356598.480006715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"113_PSB PRAIRIE BOUCLE";20.850854585661;29946728.0238908;11212806.5324693;0;0;7743551.88350145;308265.735976236;348361.530872869;0;1584186.36941952;3297424.96894982;2290009.8477698;868943.205481146;0;0;2334397.66623138;4276967.13760007;873519.296961073;1213641.34290736;3514411.10798514;3520554.86764796;0;0;0;2895418.17715101;0;0;0;0;0;0;0;0;0;0;0;0
"1130_montreau gestion 2";5639035.80158485;49671296.9609244;7875935.50767783;2293283.24904278;0;0;0;0;0;7083524.45906268;3372446.59158063;0;0;0;0;0;344790.297518396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1131_marcel cachin";12716337.5149091;39648075.9100413;9361893.6206407;3116091.73163473;0;0;0;0;0;8166918.33813593;2934472.60762051;0;0;0;0;0;351407.995142683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1132_Zone 1 Milieu rocheux";6912519.9537894;14736279.7671605;332289.582733078;380345.60536885;0;0;0;0;0;604534.789083119;0;0;0;0;0;0;0;835755.051421423;372894.110310796;718536.163060677;2572009.25892355;0;0;2106234.37511057;0;334416.527684023;0;0;0;0;0;0;0;0;0;0;46335127.653891
"1132_Zone 2 Milieu Garrigue";8336435.16533922;21662117.4248824;453362.050397777;565259.74460442;0;0;63776.2003767363;0;0;1080374.35967302;71001.3114861184;0;0;0;0;0;138017.263656268;962968.903537698;372894.110310796;863948.313420269;5175351.2447292;0;0;3419762.80370688;0;334651.348221072;0;0;0;0;0;0;0;0;0;0;32790712.8661139
"1132_Zone 3 Milieu forestier";8045896.77901541;19473459.3781421;332289.582733078;565259.74460442;0;0;0;0;0;349715.142390128;0;0;0;0;0;0;0;872334.063045988;372894.110310796;718536.163060677;3433956.54863062;0;0;2791396.92064656;0;334651.348221072;0;0;0;0;0;0;0;0;0;0;38974677.3699976
"1133_rue de vincennes";17174444.6363379;35520110.483435;5897941.24535312;3826799.53297776;0;0;0;0;0;8715920.71899907;4060544.40242908;0;0;0;0;0;584737.563290715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;525518.033117693;0;0;0
"1134_patriarche";16941785.4165355;34095637.0218397;7729613.52791366;4025725.12283229;0;0;0;0;0;9097825.47550531;3805140.69219901;0;0;0;0;0;584737.563290715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1135_jean moulin stade";14213759.3036312;39144099.7204264;6002633.99721989;2975024.72675437;0;0;0;0;0;8937968.12516582;4451230.52564706;0;0;0;0;0;536964.93023696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1137_montreau gestion 3";4253237.68980499;51174933.9301656;7881685.17790958;2196526.93787806;0;0;0;0;0;7123401.57101063;3162798.86247788;0;0;0;0;0;489908.429673193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1139_pf";13017034.8647734;42992987.1368165;5837522.08431195;2846608.6399289;0;0;0;0;0;6466242.82430359;3691861.20592163;0;0;0;0;0;444429.583450797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954855.992497725;0;0;0
"114_BDB CHENAIE CHARMAIE NE";9804166.39579607;41272397.9819777;13795909.2203481;0;0;1732261.80036332;0;348361.530872869;0;3239519.66134733;1349583.83293545;0;1160443.65251116;0;0;282990.056059797;1701078.4378982;701600.759645912;17796.0586423024;274547.133836191;535335.993127583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"114_BDB CHENAIE PINEDE JARDIN DES SONS";8504251.37671097;41123601.5940902;14377697.1680552;0;0;2313673.990423;0;348361.530872869;0;3227133.27228762;1192917.46030608;0;1310995.89456755;0;0;282990.056059797;1741968.14803798;853616.056710481;27637.4361794734;355359.803954199;540826.182788085;0;0;0;31546.1362409109;0;0;0;0;0;0;0;0;0;0;0;0
"114_BDB PELOUSE ENTRE PEUGUE ET TERRAINS DE SPORT";7285855.51174022;41494054.3767991;14006116.199103;0;0;2258009.13895373;0;348361.530872869;0;3285811.76915305;926242.545478815;1588.49091206407;1738071.01129594;0;0;282990.056059797;2080072.3774447;873523.715627684;0;933193.758649292;535335.993127583;0;0;0;205387.986241849;0;0;0;0;0;0;0;0;0;0;0;0
"114_BDB PELOUSE TERRAIN DE BICROSS";7549923.80057103;40923560.280293;14609138.6238827;0;0;2684010.73689242;0;348361.530872869;0;3218226.02465431;1007481.55266588;667.117631878041;1584250.99332884;0;0;282990.056059797;1905921.73783256;873523.715627684;23301.1795438076;519221.861752596;543043.537243952;0;0;0;168389.366870475;0;0;0;0;0;0;0;0;0;0;0;0
"114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS";7537137.95458024;41163014.0528874;14425787.4457452;0;0;2509447.21247692;0;348361.530872869;0;3252657.44462161;960325.739618395;599.977832965825;1623498.48584334;0;0;282990.056059797;1943996.43345933;873523.715627684;9775.66404604105;607181.207514873;535468.945731991;0;0;0;175991.967397303;0;0;0;0;0;0;0;0;0;0;0;0
"114_BDB SENTIER DU PEUGUE";6544681.78186958;41001018.7201408;14209953.8365584;0;0;2671015.28190814;0;348361.530872869;0;3217799.11509747;913287.54051931;78031.3990967264;1735664.90654428;0;0;282990.056059797;2246711.95026396;873523.715627684;107.199155542044;1201180.47411865;535335.993127583;0;0;0;316968.426377615;0;0;0;0;0;0;0;0;0;0;0;0
"1143_prairie du stade";1468030.26712358;28084352.5623563;30961865.8152213;2444819.79836804;1679639.75847362;1004769.30966611;0;0;0;919758.436477293;1460570.51464488;6279527.17565991;0;0;0;9931.54120530301;746374.917298025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1179765.38626669;0;0;0
"1145_Transect 2021";3888479.30300073;13755405.1633057;3348014.80254002;269853.938253502;2676831.31109308;1110107.29255847;0;0;0;2830375.95260245;46960.6205790286;6784088.87227975;0;0;0;1605379.21728361;285375.867182915;0;119741.917726585;0;0;408158.82648389;748125.958858462;0;0;0;0;0;0;0;0;0;1699519.08259268;14535.1421006041;0;515237.625122568;36141026.322491
"1146_Transect 2021";3888479.30300073;13486085.5252435;3404743.59566911;269853.938253502;2802228.59504625;1110107.29255847;0;0;0;2825409.59179574;13477.5645191199;6433604.04103996;0;0;0;1509493.5071691;285375.867182915;0;94020.7737794457;0;0;408158.82648389;718964.238526628;0;0;0;0;0;0;0;0;0;1615651.09245278;22993.6563886027;0;521892.472470464;36857966.6152787
"1147_Transect 2021";3888479.30300073;16076017.0551835;3515462.03694684;269853.938253502;2550744.35170274;1110107.29255847;0;0;0;2911955.9100439;234544.018711002;8308359.25103469;0;0;0;2093569.27871133;285375.867182915;0;413640.166186428;0;0;408158.82648389;831204.321765911;0;0;0;0;0;0;0;0;0;1812104.47073103;13587.6881696742;0;510076.730650497;31023578.2293896
"1148_Transect 2021";3888479.30300073;23153027.7461389;3918578.01110313;414963.845980912;1677683.74604082;1110107.29255847;0;0;0;3415140.892837;669174.383326527;15623421.9635152;0;0;0;2553913.62380309;538993.876065646;0;1059952.76753504;0;0;408158.82648389;1078897.51602311;0;0;0;0;0;0;479702.990472689;0;0;1988314.96265774;0;0;315573.409452913;14028887.3905779
"1149_Transect 2021";3888479.30300073;23217377.2848869;4080125.52100637;450673.329805011;1731741.21991007;1110107.29255847;0;0;0;3440790.0427151;655156.661795049;15605836.5970927;0;0;0;2543427.26960543;538993.876065646;0;1059952.76753504;0;0;408158.82648389;1075247.68411036;0;0;0;0;0;0;498168.020059137;0;0;1984087.40503635;0;0;339307.402396912;13620929.4867152
"115_CTE GARENNE MARCEL DASSAULT";20.850854585661;30338526.2516276;11098190.2629701;0;0;7733407.56541741;308265.735976236;348361.530872869;0;1764275.43818555;2248655.71773219;101098.820564109;236715.152562262;0;0;3998462.11549884;6629653.53795973;586120.933861356;1501110.30861232;1837003.57317151;6650216.22989022;0;0;0;874113.204409436;0;0;0;0;0;0;0;0;0;0;0;0
"115_CTE PRAIRIE MARCEL DASSAULT";20.850854585661;30259462.2242979;11124201.3862072;0;0;7722085.1985291;308265.735976236;348361.530872869;0;1764901.97835919;2244415.81756436;110336.890272411;236715.15256218;0;0;4002251.33317132;6600931.57458719;597153.335796437;1458469.2353451;1871638.0731811;6666782.35279035;0;0;0;903646.135205478;0;0;0;0;0;0;0;0;0;0;0;0
"115_CTE ZONE BOISEE";189458.19278584;31989618.7706043;10429596.0949908;0;0;7825019.48241864;308265.735976236;348361.530872869;0;1840205.09730456;2354545.90746249;103444.636800812;397844.559120316;0;0;3997662.83632994;6438599.22328356;615648.382597648;1178497.60902879;1646894.29127772;5796582.36803899;0;0;0;728291.783759279;0;0;0;0;0;0;0;0;0;0;0;0
"1150_Transect 2021";3347431.19150041;14587720.692785;4129749.55662536;269853.938253502;5040829.65660093;1110107.29255847;0;0;0;2875273.79657123;12496.505622113;4919924.83450101;0;0;0;1255011.60577697;160.074539461077;0;59071.2413363573;0;0;408158.82648389;530889.646067254;0;0;0;0;0;0;0;0;0;1074736.48076385;159531.975129465;0;535873.867206475;36004352.9795596
"1151_Transect 2021";3888479.30300073;19597730.4198172;1677189.79038879;269853.938253502;1675653.46911155;1009533.51750677;0;0;0;2977855.68948893;347088.090402575;12391868.2282942;0;0;0;2534720.40248504;538993.876065646;0;714769.612081214;0;0;408158.82648389;1066197.84772077;0;0;0;0;0;0;23148.1789911017;0;0;1984087.40503635;0;0;302300.426712198;24881198.6589923
"1152_Transect 2021";3887870.63357141;22068247.1113067;1504574.86309859;269853.938253502;1117711.94213345;1030249.45305845;0;0;0;3060344.38915198;895727.264226629;15766353.9220518;0;0;0;2638289.52972143;565543.87022554;0;828977.630791547;0;0;408158.82648389;1176441.96388619;0;0;0;0;0;0;182702.975638075;0;0;2057701.50595996;0;0;119497.871338875;18704806.140896
"1153_Transect 2021";3882868.50145545;22562749.5035209;1739307.65603748;269853.938253502;1098883.84013606;1101596.31752273;0;0;0;3095681.955668;910853.735724218;15932305.4819712;0;0;0;2659217.15143753;595704.842562202;0;884104.466744266;0;0;408158.82648389;1176441.96388619;0;0;0;0;0;0;235087.755209422;0;0;2055043.51087075;0;0;122118.045225973;17559701.0722358
"1154_Transect 2021";3875723.49912352;17203893.1636817;4243463.98074249;1097619.73819534;11796671.2862595;0;385151.13522113;0;0;3062241.46127148;304800.488968833;0;0;0;0;338012.820871912;0;0;0;0;0;0;514326.346028535;0;0;0;0;0;0;0;0;0;819837.384147016;2477860.5369472;0;4057980.41190312;26090752.7216149
