"1350_Compans-Denat";1297094.17021868;1718601.51480246;139040.744019077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29437.9200382716;0;0;0
"136_château coquelle Dunkerque";271655.321541148;1602917.71943506;190893.657465169;0;0;0;0;0;0;0;0;311668.491513958;0;0;334.374064785226;811593.418216126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"136_Parc marine Dunkerque";1137079.78961563;884415.317903416;0;0;964633.201047889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202308.634812761;0;2641.67133736927
"1360_Pasteur";1470044.69258454;1716684.37400076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1360_Temple de Diane";1147231.87496974;2025726.02270634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13754.8067507369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1368_Allée de Denis";1233537.59230512;1905371.28965693;47142.2629496223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1368_Allée de Fabien";1349298.84764431;1758796.79796252;79273.0224532308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1368_Transect des systématiques";1293702.29396859;1844864.93872117;47932.5499931396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"137_parc Ziegler";1173619.63803949;1583382.27528056;0;0;170082.799600042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155863.557507366;0;0;0;0;104646.903311177;0;0;0;0
"1379_Square de la DOUA";4805.9567753125;1127563.86284153;868086.531061325;0;0;0;0;0;0;179960.582598944;838964.090833134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167388.304828056;0;0;0
"138_jardin des arts";1030376.0322318;1516738.9252642;0;0;569188.146318006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60102.7841777738;0;12743.4975968158
"1385_brassens1";127252.911655353;2331631.85988517;377701.171970996;0;0;0;0;0;0;0;0;236796.719177915;0;0;113870.148883298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"139_Bord de canal proche parc des sculptures Dunkerque";612509.348254559;876565.294741299;0;0;684128.782914252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160415.776781579;0;0;0;0;730185.856711324;0;0;0;125055.668661164
"139_Parc des sculptures canal Dunkerque";945600.418462185;1186825.98846909;0;0;613533.962906494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142768.043564191;0;0;0;0;231436.245662501;0;334.365134053594;0;69265.5490851275
"139_Parc des sculptures talus Dunkerque";481800.849286687;836341.675786802;0;0;799327.35434169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146391.921779433;0;0;0;0;756234.326678113;0;22682.6174942954;0;147037.813301453
"140_4 écluses Dunkerque";888860.666059839;2293824.35522003;0;0;6543.63087817852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"140_route de steendam Dunkerque";1100208.05452585;2010955.7909193;0;0;77168.9674270435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1407_Le long des buttes côté Madeleine Brès";1891627.90625655;1156440.27247142;139242.67027875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1415_ICADE - PONT DE FLANDRE";1291297.55628682;166705.608848232;1469306.95435097;261276.815539429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1416_Féry 1";222388.713347119;1104344.93729082;1138582.7400684;483142.250378601;0;0;0;0;0;0;28303.5918796836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211249.801988199;0;0;0
"1417_Cristallerie 1";167883.577266166;91147.0076340177;2621389.04406464;267390.528519433;0;0;0;0;0;32928.4761665043;6935.80317672995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1421_Édouard Vaillant 1";758250.720319126;1914969.7848131;513771.550402827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1422_Légion d'Honneur 1";822439.928526903;1799567.24120158;319232.020601342;0;0;0;0;0;0;0;244314.073315641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1423_Roser 1";713807.15150746;420076.481067395;1871917.76802716;7362.41215111205;0;0;0;0;0;0;174800.626989966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1438_Eli Lotar 1";1040875.04067661;645878.461314793;1351235.41104732;0;0;0;0;0;0;0;149000.683475585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1455_Plaine Apollinaire";912971.465664473;1591157.41204107;0;0;0;0;0;0;0;0;0;530108.930207636;0;0;153520.96413161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1456_Bois Picot";1239823.18136075;1400572.97387523;0;0;0;0;0;0;0;0;0;355354.653556549;0;0;194144.031299154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1460_Latz 1";216115.122945259;652380.185973038;191628.204039081;0;0;0;0;0;0;256694.384438977;1491303.37901055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379114.636140882;0;0;0
"1461_PROPAGE 2023";321727.163452888;2567487.16844058;298900.973484517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1463_MAISON CARREE ENTREE EYQUEMS";734948.044658362;2154128.38736547;56294.765525163;0;0;0;0;0;0;0;57906.6771350921;0;181708.234847876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1463_MAISON CARREE TERRASSES";603380.134764665;2274815.17993451;72869.4885168537;0;0;0;0;0;0;0;15026.55162402;0;217881.179480839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1465_CIMETIERE DU BOUSCAT BOUCLE EST";66360.1550737829;3056450.4466468;61734.934959071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1465_CIMETIERE DU BOUSCAT BOUCLE PRAIRIE";394.394849742401;3072512.37707768;104420.84441985;0;0;0;0;0;0;5780.80360665059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1465_CIMETIERE DU BOUSCAT TRANSECT NORD";6498.19106314913;3092877.27510941;83756.5543807574;0;0;0;0;0;0;383.182239894572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1466_ERMITAGE LISIERE SOUS-BOIS";179385.78693609;2998656.73095486;5591.83622670792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1466_ERMITAGE ROSERAIE";121731.109135391;3055934.26101449;6026.97697579738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1485_Rapas 1-Ouest";369111.715405232;2002970.91763179;262468.027036411;0;0;0;0;0;0;0;280906.069965569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269232.455874347;0;0;0
"155_Jardin des plantes carrés botaniques 2";947522.099861407;1892047.4873239;102904.721983978;16264.071042775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230268.495182244;0;0;0;0;0;0;0;0;0;0;0;0
"155_Jardins partagés coccinelles Lille";365983.804071456;1501425.44864259;1010990.17384636;307971.549993499;0;0;0;0;0;1719.5324607547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"157_Jardin du goût/bouliste";1046538.75591232;413114.450033128;984778.106733652;0;0;0;0;0;0;122983.281478663;401203.526131515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217772.035692485;0;0;0
"157_Prairie florilège";1075434.71292337;245194.029484112;1259220.5574681;0;0;0;0;0;0;19265.0629817085;401203.526131515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185390.046507352;0;0;0
"157_Rocaille/TB";1096664.19422381;177766.609996273;1185100.31444547;0;0;0;0;0;0;67420.0316342815;401203.526131515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259549.702112819;0;0;0
"159_Parc Vauban Lille";1939130.1513023;50672.2063958793;116968.38007043;0;0;0;0;0;0;806679.057306004;275654.910994528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"160_liaison poterne citadelle prairie";634911.443425918;910719.778151572;596290.730712861;0;0;0;0;0;0;718005.74870185;327793.034260963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"160_plaine des vachers Lille";868077.534115705;1257483.10099242;987324.581392423;0;0;0;0;0;0;75552.6032600094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"161_Pyramide L.Jouhaux Lille";743578.524983107;1162152.9710421;231716.855299588;0;0;0;0;0;0;965382.013472831;85385.2648987493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"163_Parc JB Lebas Lille";2544604.97922124;174087.851420814;217365.503895256;254346.813455483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"164_cimetière de l'est";500395.0937063;2362566.17837598;0;133254.068111165;0;0;0;0;0;0;192631.196655328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"165_Parc Matisse prairie 2015 Lille";1655617.92046289;1072575.16015107;32998.1402190117;243524.955706031;0;0;0;0;0;0;184994.252457629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"166_Square Foch Lille";2644630.43241043;0;6874.8625433748;3597.31512365049;0;0;0;0;0;354325.968472599;176994.547969863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172_Avenue des chemins de fer industriels";386520.833431837;264755.532492727;2351036.86233425;185670.492495192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172_Avenue des magasins généraux";361598.716728286;371955.609462485;1855623.21101743;570216.055946127;0;0;0;0;0;27379.2029845336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172_Parc arboré";249812.462591508;431590.759095473;1809834.48861578;600898.578309202;0;0;0;0;0;96453.9195127159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"172_Prairie";467212.982754712;265236.928947531;2234536.40250296;220764.882553796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"173_Allées Medhi Ben barka- Lycée Galilée côté Chandon habitation";104518.423677126;1590137.81443198;1494553.19013806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"173_Allées Medhi Ben barka- Lycée Galilée côté stade de rugby";98780.6743332517;1588739.31916273;1501568.07328178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
