"id_transect";"1";"2";"3";"4";"5"
"1140_Prairie";19834637.8894937;206570514.580103;9973292.7321835;1924850.88516771;0
"1141_Prairie du lavoir";19550284.335754;205929940.843681;11398096.4272593;1594163.52615117;0
"1142_Centre parking";20126594.0292574;205956785.734944;11396890.5452265;1071328.92420306;0
"1143_prairie du stade";148494331.849931;78465348.1520513;2604286.4614586;0;8735765.01907123
"1145_Transect 2021";44114989.9512188;33187797.786552;4540589.82227693;1531475.69499579;154988750.768823
"1146_Transect 2021";44261567.7671215;32443751.5520274;4642854.78572765;1543767.29249926;155485337.427135
"1147_Transect 2021";43284068.8712977;38064901.1455067;4451222.60999333;1503644.68024036;151062419.072444
"1148_Transect 2021";42166177.6748793;53498177.8818043;5244346.45380277;1103885.94248082;136319225.934904
"1149_Transect 2021";42002714.0563797;53847408.3244031;5444453.57004651;1089648.51248268;136054696.982031
"115_CTE GARENNE MARCEL DASSAULT";130868595.135995;23589363.8516469;81203738.1278792;0;2611395.24893271
"115_CTE JARDIN DU CENTRE HORTICOLE";129669024.240066;23447013.4628413;82944243.2907149;0;2080535.32645032
"115_CTE PRAIRIE MARCEL DASSAULT";130794763.025257;23557346.1663807;81326032.1278299;0;2537912.61009903
"115_CTE ZONE BOISEE";132821953.991032;23794523.3730447;78781606.6821887;0;3053466.81543262
"1150_Transect 2021";43239916.0453915;31471934.5530634;6298938.40607962;1599611.29937281;155744276.581476
"1151_Transect 2021";43410382.8635059;44627704.7842741;3598568.18249234;1500022.40575941;145208075.318233
"1152_Transect 2021";43968539.2510656;50462525.8993223;3532783.98215519;1415547.5002501;139017269.824741
"1153_Transect 2021";43859938.7228206;51603883.1036742;3575214.3674867;1365820.75385346;137938493.681969
"1154_Transect 2021";44294926.527975;47741604.9201122;13206261.9648265;6349421.00138839;126730763.093872
"1155_prairie cour centre de loisirs des Bizis";189650181.100554;8502382.61330122;32481891.8553782;0;7794739.57140053
"1156_Transect 2021";42522556.7776073;37380184.5064261;3933032.67256332;1466736.93595281;153108843.258125
"1157_Transect 2021";39737411.9894077;63582407.5304823;7285330.18167115;1162085.47367918;126636105.643604
"1158_Transect 2021";39363122.1277757;63536987.2913884;7519905.03650745;1148922.19551005;126835766.171675
"1159_Transect 2021";41437224.3529617;45509659.2198767;11696323.9501133;5528736.54362814;134257891.135253
"1160_Transect 2021";44944374.0945428;50245623.5324661;13503791.9570542;6719368.77360887;122937689.387287
"1161_Transect 2021";42592005.2573908;71978330.6793766;14679353.3894819;6769661.30979371;102459446.397504
"1162_Transect 2021";42825180.4094297;64179126.1417711;14347074.9587049;6626500.97672901;110449560.944594
"1163_Transect 2021";51514043.2026701;89633849.0567653;14064206.2334658;7195446.3522351;75998468.4546874
"1164_Transect 2021";48819198.2970175;86249714.4204303;14117934.4904383;6759575.42784834;82436693.8379018
"1165_Transect 2021";50679207.451493;91265510.6328781;14745065.1734089;5584979.6226176;76129848.5580127
"1166_Jardin de Garrigue et jardin des insectes";180578578.886605;12461592.6619585;38839127.0581396;0;6553472.12332466
"1166_Jardin des Insectes";181045966.011402;12278889.2031901;38578709.3357334;0;6530591.7069563
"1166_Prairie Fleurie";181287731.47585;12230870.2603731;38114435.0023227;0;6514680.13870431
"1167_Transect 2021";51938667.3415432;92722327.8686072;14877573.2121986;5628703.00772816;73317321.508018
"1168_Transect 2021";50284785.6891417;91255392.3295494;14777935.3543889;5970180.31536128;76169697.5337743
"1169_Transect 2021";48746198.6978191;88839645.1177936;14418279.7638382;5353378.34251363;80937325.1785367
"1170_Transect 2021";38327387.3970178;57524752.7752881;10880383.1417439;2421031.40205274;129313731.405289
"1171_Transect 2021";46902391.297732;84374019.9145743;14337528.7927406;6273589.11633249;86449226.7446177
"1172_Transect 2021";45974028.2807497;83469104.6293595;14446941.9094495;6055277.07217989;88622714.7665332
"1173_Transect 2021";46247270.5356412;85265853.3935623;13157733.2048896;4482458.93279699;89392052.276018
"1178_Parc des Chènevreux - Propage";191418469.981172;9360831.71583393;30550801.582392;0;7076123.89112092
"1180_Transect Parc Urbain nord ouest";87777628.0548008;93113534.1517239;56887487.591737;0;660092.272313173
"1181_Transect Parc Urbain- zone sud est";88165498.3306517;93266576.0523009;56332474.6723344;0;660092.272313173
"1184_Grève parc Billancourt Est";197306428.600613;5058945.83747756;31521864.0366401;0;4384491.73716139
"1185_parc hoche propage";182745767.35319;8072498.01935426;39814547.9583073;0;7874467.72860779
"1186_gs vernes";221378982.996396;7922013.95916536;6174396.5094034;0;2858294.27544413
"1187_la Balme";147881957.683316;77112245.9667491;1972861.72135082;0;11333291.2990061
"1188_vilmorin";225146600.602203;6521711.56817979;3499009.03205298;0;3245277.71481887
"1189_T1";52746263.1770894;141570983.316874;40829774.6766497;0;3153010.77039942
"1190_chemin St Martin";222970699.101125;7388436.88623241;5083749.91258444;0;2944943.91417187
"1195_gs Makarenko";221099653.713926;7592615.03068068;6990425.90309196;0;2691751.87749871
"1196_ilot curie";220551606.521584;7575470.61446375;7426944.04799619;0;2786722.96468733
"1197_rue neuve";226358518.497317;5610562.572189;3838710.35773547;0;2548342.72165913
"12_Madeleine1";125553748.069136;42334585.0204372;70175711.3562526;0;318683.422094184
"1200_343";170897829.937726;35195638.978366;30152706.6811546;0;2203361.74170208
"1201_parc champagne";178055970.701104;27125614.8345472;29792476.1735067;0;3339912.31489923
"1202_SQUARE EPOUX......";172120632.496434;33104820.2579882;30668575.5532563;0;2422467.31032478
"1203_vanne des eaux";171947398.054988;31383722.9814156;32361722.592693;0;2713482.52354888
"1204_serre";171370498.746876;30761571.1492032;33573917.2950213;0;2720005.8519885
"1206_Parc de la Marine";33888094.8400522;100338826.442859;7535328.98626745;5787093.4545335;90822016.1772411
"1208_227";227360934.119714;5405287.61410578;383061.994388833;0;5309555.68221351
"1209_Vieux Cimetière";219635547.134832;8203758.43054153;3638016.24782682;0;6839077.13890521
"1210_Parc des Couronnes";223578219.360696;6689791.98936172;1691780.49199416;0;6416368.68259252
"1211_parc du Millénaire";209250551.155597;9041699.15782396;11915534.0324918;0;8270654.18694383
"1213_Les Essarts";156436329.893269;67693524.2236137;1952177.00254877;0;12456927.8151069
"1214_La Pépinière";147080576.108185;77719943.2239823;1891828.83030028;0;11659617.6044039
"1216_Parc Georges-Brassens Sadal Suud";210610127.304491;1436697.21061584;22696118.1819018;0;3546164.89237604
"1217_Talus Française et Rocaille";225538765.811546;2452847.92815217;6338478.67312437;0;4088833.76407187
"1226_1";225613191.629808;7712277.22323177;383061.994388833;0;4563768.35073761
"1227_1";183699349.928511;38059478.9014075;14809460.5454912;0;1997210.70956442
"1228_République";174590277.769483;48036758.0810361;13800908.0367681;0;1962678.29243705
"1229_Lemaître";180616731.55878;43832833.8538336;11873636.3265112;0;2089365.08819021
"123_Parc Chazière";152205215.824367;54519487.8951135;25870162.7790617;0;5586853.98787406
"1230_Stains - Noue Rol-Tanguy";185447644.292898;40246646.1976553;10386454.2730863;0;2216464.17326194
"1232_Epinay - Réserve écologique";189480594.37029;23074815.4859645;22276901.1641115;0;3627341.21966314
"1236_TEST";120626271.039615;54887113.0648927;58646728.8026817;258072.816760104;4108758.75727699
"1242_Flacis - Plage Bleue";179577134.457232;18724982.3673487;37349531.0020141;0;2697254.59101894
"1247_Transect 1";233901414.888408;1700369.7495479;259502.243839057;0;2662575.82130159
"1248_BOUCLE";146477585.163007;34844394.9775828;45239351.9691018;1173187.32041731;10575653.0485317
"1252_Castel 1";126278275.69511;84963869.3647661;19215601.996357;665927.812607139;7239234.29337358
"1252_Castel 2";126325624.386601;84914912.4572549;19265624.3662059;665927.812607139;7218704.4345156
"1260_Square Virginia Woolf";234827045.42181;1015234.81170416;0;0;2564657.0717424
"1261_Pelouse centrale de la Plaine de Chatenay - Parc de Sceaux";189548854.071569;21785395.0849001;23069087.3761418;0;4116522.9949297
"1263_prairie propage 1";37172170.1480941;57545046.4498955;2659697.21354089;23768170.2925772;117178772.300906
"1264_Tranchère - Lisière";124708006.400622;90150255.9983159;11685246.275741;900413.413754556;10777189.2902841
"1264_Tranchère - prairie";124244511.36141;90469759.3061423;11832141.732193;906462.853014428;10831465.5735517
"1265_Cypressat - prairie haute";125606289.355983;88950237.6007509;14184511.5971605;1117651.40373814;8248073.63215396
"1265_Cypressat - zone tondue";125632575.895912;89006535.2327345;14187020.9070545;1112170.14733678;8259820.28995939
"1266_Chemin de Beaumont";126251386.628929;70036527.6125354;1194156.2165642;0;0
"1268_Coulée verte";108768094.28569;54842606.6682492;885576.395132117;0;0
"1269_Mosaïculture";117469253.633438;64405005.7855779;1747273.02744456;0;0
"1270_Jardin des Perspectives";117490865.191394;62739512.6643842;1226437.38858805;0;0
"1276_STAP_1";124642972.394156;88975757.8937698;6684130.44371481;332701.25020305;0
"1278_Nouveau cimetière 1";173471646.381176;52005361.0811204;6139608.44111262;0;6662309.12656407
"128_Citadelle 1 Lille";107749910.591088;127605910.695713;2690649.99581216;0;357253.242495782
"128_Citadelle 2 Lille";108738069.185184;126609638.131847;2899164.49642283;0;357253.242495782
"129_Parc Leblanc";164686436.377354;38896978.1830687;32288356.4641096;0;2458633.10400709
"1292_Pont tgv au ruchier";84939879.0796403;136695496.356281;15526011.881483;0;1210884.45097169
"1292_Transect Prairie aux fleurs";85228767.0710542;136435761.312106;15584538.6321609;0;1211843.87338867
"1293_EXJA_1";133924403.130099;96220807.6478295;5553409.16431565;332701.25020305;0
"1298_Prairie en pente";185073644.77212;25167826.8994302;25268353.8742529;0;3020852.58940614
"13_Biotope1";118839255.09337;44825442.9100358;73519149.050677;0;1228228.30111805
"13_Biotope2";117186389.960155;45689559.0229598;73892843.9391767;0;1450151.1326666
"130_Plaine Duparchy";167793682.46005;36244741.6818713;31927905.254706;0;2475939.53528845
"1301_Coteau stade";217678128.173936;2184876.65411227;13658947.3015105;0;4835078.42869623
"1305_Genay-1-fauche";55796071.9690884;147282253.485135;28182823.3119023;833939.766859324;6302217.76111793
"1306_Genay-2-Pâturage";56274007.495275;147205344.341098;27840612.5927619;833939.766859324;6132712.41940532
"1308_Ferme de Paris - transect";227516305.972807;5195453.24595936;3199611.82381761;0;2577552.02269439
"131_Bois des Coteaux de l'Orge";166166497.747172;38044947.9643988;31735073.0332219;0;2430461.83219969
"1311_Genay-3-Pâturage";55984780.5355175;147561364.858284;27900168.5810313;833939.766859324;6085194.92237516
"1312_Genay-4-Pâturage";55452052.6317522;147853866.391397;28080155.1954081;833939.766859324;6102073.66106465
"1313_1 - Prairie à lotiers";91722571.2981324;66001519.9628144;69348830.0292928;2000643.52907897;9108658.83997966
"1313_2 - Prairie à serpents";88826690.8131952;66027360.9794878;72477479.1607783;1917580.34793811;9001592.5084216
"1313_3 - Tisanerie";92066303.0829504;65094795.5027471;70195851.6132824;1953282.46911375;9027627.3121513
"1313_4 - Prairie à Damiers";89909363.496284;66837206.8202534;70490659.5200038;2005244.84200362;9064974.9032665
"1314_prairie sud";228893790.34583;1999723.56285338;3928676.65781392;0;3603461.23565565
"1315_1421- Prairie du Fort de Sucy";172113972.08919;33946223.1139385;29343557.0552575;0;3187068.99884843
"1316_1422- prairie Coulée verte";169932248.020275;35644402.3785397;30090592.3895869;0;2767347.76409396
"132_Square du 19 mars";167786549.077151;34135448.2147632;33830351.6799335;0;2522866.0448811
"1321_Transect Propage Berges de Seine";219294414.823294;7571966.66177176;5010244.31795178;0;6580579.9452712
"1322_Transect Propage Jardin aux papillons";221965870.523883;7296598.0932102;2565808.59142566;0;6517510.18674497
"1323_Jardin des Tournelles";218289313.265494;8572668.96267889;4134410.90348601;0;7501697.07984081
"1324_Square du Chateau du Loir";219356194.977392;8606144.72327083;3220485.05816128;0;7349176.8524356
"1325_Jardin des Fauvelles";210129969.003997;9328089.43388214;10791877.1779172;0;8312507.5015696
"1326_automne flamboyant arboretum";181847004.49933;27926700.9280299;26038568.4374619;0;2533828.32820633
"1327_Prairie de Chateaubriand";180369206.563134;29957053.9227061;25557781.0832165;0;2458374.48938794
"133_Parc du vent dune Dunkerque";41516101.8422383;80251428.4732049;9814267.77157316;6151743.35512082;100738437.01787
"1331_Cimetière Sud";234310659.092592;1213471.39426001;4700.23293802127;0;2851496.57052164
"1332_Jardin Alexandra David Neel";234566522.536747;1219818.81800617;0;0;2620233.02328124
"1334_Prairie";19649537.1936699;137285654.221191;35776120.6059063;12797091.8190818;32878382.8884538
"1335_Jardins terrasses";19503676.7048155;138220384.055038;35456363.8664704;12938040.721486;32107034.4023607
"1336_Jardin du Rosaire 1";163742277.229829;50134916.8634425;19052124.8719265;0;5401903.33411571
"1338_Piste Athlétisme";200615785.0804;13506570.5954636;17552987.1071258;0;6829933.23214254
"1338_Place de la Loire";201276806.251939;13300179.5977732;17106074.4398474;0;6699932.20188798
"1338_Place de la Seine";202176777.966729;12869100.9636905;16883121.2005975;0;6556051.06052092
"134_Parc du vent prairie Dunkerque";41526272.0844896;80532306.029363;9732793.28769035;6140090.12549646;100429813.820955
"1347_maka nouveau site";221126952.188536;7665506.32669174;6808686.87621115;0;2713674.41815521
"1348_T1";167725566.575556;45637163.3132904;23736353.0809587;0;1354711.95886002
"1348_T4";160282096.51696;51776205.0886257;24894113.9386457;0;1435396.53026843
"1348_T5";160140652.32483;52990577.9185351;22924219.1539963;0;2331838.3870368
"1348_T6";160097310.122388;53086598.8817743;22593800.1233305;0;2606241.0359744
"1348_T7";158853725.715059;54977409.0773927;21784031.076617;0;2867904.16542249
"1348_T8";157094515.123539;57360001.5118864;20984654.590389;0;3067062.67534062
"1349_Reynerie Château";156724775.754485;67211596.8009861;10464317.5659982;0;4024914.32034842
"1349_Reynerie Colline";157210718.192892;66246593.8731695;10746644.8109376;0;3983777.79447647
"1349_Reynerie Lac";155495265.392158;68039242.1651702;10249872.968199;0;4374928.22318674
"135_parc du vent (mare)";40489812.2967983;81853390.9369514;11140356.5207788;5910478.84931566;99023181.9892345
"1351_1 - prairie tondue";67041185.8478831;67796351.7336717;99821674.0566625;0;3843427.05130151
"1351_2 - prairie Nord";67007297.2629734;67656579.7708104;99771190.6976394;0;3859860.48732478
"1351_3 - Prairie piste cyclable";67014066.2974261;68329034.611094;99167067.9996936;0;3850376.35096285
"1352_1 - Prairie";53899919.1199247;67073736.1795785;113297630.737795;0;3968695.2325066
"1357_1-1";167962361.876259;63103450.2195927;7230520.80389685;0;250290.015388112
"1357_1-2";165658688.624402;65081254.5548481;7390485.13811392;0;250290.015388112
"1357_1-3";163335496.837506;67837028.4482385;7187806.81605064;0;250290.015388112
"1357_1-4";167775268.137763;62497478.5853637;8008171.7912945;0;250290.015388112
"1357_1-5";169089857.522823;63187335.2842982;6018542.50252376;0;250290.015388112
"1357_1-6";172506315.057792;59742616.8768694;5982946.87274827;0;250290.015388112
"1357_1-7";166092779.249221;64869069.2715995;7382149.57059799;0;250290.015388112
"1357_1-8";165707904.799311;64656351.3672897;7730830.93603951;0;250290.015388112
"1357_4-1";172057264.818496;57445142.9799098;8632347.31583015;0;250290.015388112
"1357_4-2";171761057.435045;58505221.8842856;7961842.49296147;0;250290.015388112
"1358_Grezan CTM";53228894.9164349;120237054.852366;64244615.1414434;0;575441.030589769
"1358_Grezan CTM OK";53356791.1607205;120631326.548633;63650780.5927939;0;631096.481025819
"136_château coquelle Dunkerque";42378036.4097006;98155787.1671258;7679156.51807507;6222544.69763669;83917073.8066024
"136_Parc marine Dunkerque";33929046.3912933;100416591.079366;7524387.30097298;5737867.65762071;90766027.570833
"1363_Jardin horticole potager";66429037.9311946;96576559.3188576;66585779.1320587;0;8743700.04440274
"1364_Diagonale";42051494.4607156;46317835.1837585;2703748.71607112;2007915.79327516;145321722.316686
"137_parc Ziegler";41296568.6586925;88327357.3304004;7308504.81281148;5826436.82322775;95631445.3710872
"1377_Transect 1";156184301.19219;58767221.302248;10875353.5071372;0;12608355.6038213
"138_jardin des arts";37523515.5163206;96613968.1100434;7191220.02153021;5820373.77199238;91303871.8168247
"1381_Prairie centrale";79415473.8367705;116210660.31996;13375278.6846046;5871804.35778841;23271392.4008517
"1381_Prairie Nord";79181779.6982209;116815975.922643;13137186.6225834;5843941.11582058;23338130.0290239
"1382_Culture et prairies";222196212.087069;6343026.80361154;6534331.3476123;0;3240292.41334438
"1384_Prairie CLSH";119054499.242772;87960235.9745228;22669001.5923157;665927.812607139;7999526.62300145
"1385_brassens1";66504339.6159561;102316987.396517;9938742.66641;3329754.57654597;56244816.6063194
"1386_prairie_colmoulins";62637941.6594454;105923431.452382;15099317.0208349;5413372.69725394;49358744.6135652
"1387_square de la Trembalye";58783524.9717895;146632605.691432;24966733.3897336;0;7986135.11371948
"1388_Aire de pique-nique";61358592.2136752;145459427.556447;23271270.5173888;0;8119922.19627141
"1389_Prairie Prée d'Erigné";62263861.0045514;144622841.01606;23181974.6405553;0;8264225.1721998
"139_Bord de canal proche parc des sculptures Dunkerque";41205849.8121979;82552389.8838107;7565603.5486871;5587146.29023281;101577294.57141
"139_Parc des sculptures canal Dunkerque";40594623.8824904;86582018.8448319;7384721.0008932;5689654.47740577;97965897.0577086
"139_Parc des sculptures talus Dunkerque";40857960.385759;82202166.296187;7679097.47146634;5532620.10012128;102139832.472027
"1390_Parc St Pierre";58881205.7355392;146024095.856757;24966729.2595579;0;8360621.16179792
"1391_Parc du Jau";59078400.9988721;145874710.842494;25207217.6893993;0;8245626.07703887
"14_Charmettes1";122565497.536622;51608221.0361681;62038094.8884092;0;2251141.09793287
"140_4 écluses Dunkerque";36207334.6239681;107261154.468528;7245650.46925125;6340384.10204974;81301273.0744428
"140_route de steendam Dunkerque";37726132.7633186;100793603.640212;7139235.15409681;6073136.99802623;86789276.3581633
"1407_Le long des buttes côté Madeleine Brès";223179029.304832;2788142.84236041;7881580.15697803;0;4552590.6088865
"141_Prairie tir à l'arc FPS Dunkerque";30341092.9352673;121438524.490201;7592878.20226049;9524846.89359268;69440427.8742538
"1415_ICADE - PONT DE FLANDRE";229055721.371933;4089126.56489825;383061.994388833;0;5018267.87939219
"1416_Féry 1";220725087.682986;9296539.46932635;4017408.46157601;0;4430474.32935779
"1417_Cristallerie 1";225420919.164268;7632504.50922187;707809.163106073;0;4784694.69980396
"142_Piste cyclable FPS Dunkerque";29951673.1323659;117110590.240707;8129904.49966927;8442252.08015605;74817495.8297713
"1421_Édouard Vaillant 1";229863444.067575;2267330.94856085;383061.994388833;0;5997382.02539093
"1422_Légion d'Honneur 1";212253709.967176;18413475.4601341;4310502.15001904;0;3561649.03677266
"1423_Roser 1";224235001.74805;8746458.3850744;935407.955199264;0;4477972.5907115
"1424_Chanteraines, secteur Fiancées, Prairie entrée Ponant, sortie Mariniers";208240564.6219;15595592.716043;11542129.8324685;0;3092867.68852672
"1425_Prairie ZAC Villerenne, Mariniers";208344467.097699;16061215.3372607;10979640.1135857;0;3043990.87242933
"1426_Chanteraines, La Garenne";210913540.395445;13326831.5407956;10650921.0154796;0;3501683.49556143
"1427_Lagravères, secteur 14 - SIAAP berges de Seine";202926756.203094;13505361.7935952;15231434.4898245;0;6732063.82259689
"1428_Parc Lagravère, prairie nord coté aire de brumisation";201779063.939454;12279984.3367637;16860219.3297509;0;7595744.33845292
"1429_Parc Lagravère, prairies Sud, le long des mares";198797499.537134;11312505.7106759;19863993.612707;0;8530507.48428988
"143_pâture fort de petite synthe";29922741.5921433;118294045.262751;7881187.31473668;8765852.01059473;73787971.2393301
"1431_Cimetière municipal";149040400.654361;36101339.321802;44230606.8639167;63920.3673643969;8932628.86382943
"1432_Parc Rothschild Grand pelouse Est";198968328.82259;4891385.53986588;29176717.7436491;0;5442778.08402397
"1433_transect Z boisée Nord";198672287.939111;5918091.12921939;28279549.4408248;0;5608167.57584676
"1434_transect pelouse Nord Ouest";198413771.096065;5936036.35821992;28529996.6778907;0;5565186.75030288
"1435_Zone boisée Sud Sud-Est";198566386.541639;5249345.14339151;29151990.5323297;0;5470864.85318675
"1438_Eli Lotar 1";223730330.560427;9528190.62136519;996797.756636458;0;4255801.45567065
"144_Transect prairie humide";113095759.535117;83863107.834056;37315144.3068047;2683758.03040712;1621510.20924108
"144_Transect prairie pâturée";115837808.139104;82230730.007595;35980082.9380049;2497665.87595817;1740582.52612663
"1441_Jardin du Moulin de Chitré";23862763.193853;144256553.324471;67342597.0798785;0;2908150.73795318
"145_Parc du Rondeau";126732268.080732;63464407.8274247;37271574.7656538;5034433.76437466;5791879.90687327
"1452_FACHES_Parc des AUbépines_PDG2023-2025";110749500.667993;117829409.694458;9132277.50466953;332701.25020305;357253.242495782
"1453_VENDEVILLE_Jardin Petit / Cabane aux ours_PDG2023-2025";111642397.230839;111649869.729732;14350382.9011;332701.25020305;609855.111782561
"1454_Tir à l'arc modifié";22941748.461067;109042324.750006;924626.671210754;16834275.0265217;88680951.5589754
"1459_Bel Air";129016927.034187;28480836.96163;72671951.3576657;649017.276232155;7513736.49562307
"1460_Latz 1";151307571.418223;57893169.0761642;19912294.3233706;0;9355553.2017948
