"id_transect";"1";"2";"3";"4";"5"
"109_PDB ALLEE AU NORD DU PLAN D'EAU";70964695.4727364;4857042.9602551;411356.212495361;0;7771.92593091592
"109_PDB CHATEAU";70957260.8128618;4726395.49683301;279727.003783501;0;259500.046698009
"109_PDB GARENNE MUSSET";71178646.6490586;4472734.88147038;138666.841247101;0;473128.945929418
"109_PDB PARCELLE NORD PRAIRIE";70438553.0876986;5204334.22257492;636633.801994965;0;0
"109_PDB VERGER";71198635.6778096;4644839.66898097;260199.73144366;0;148078.914433801
"110_PDL ORCHIDEES PROTEGEES";72868737.3161799;2705445.14877824;642517.726984734;0;0
"110_PDL VERGER";72697657.9808102;2788814.79911851;693920.457878439;0;0
"110_PDL ZONE BOISEE";72437250.0454624;2974655.40962211;781907.207803687;0;0
"1103_champs de poire";76005172.684075;284576.041423935;0;0;0
"111_Lilas - Prairie pâturée";72778365.6901912;742047.71039735;259502.243839057;0;2511123.67363023
"111_Lilas - Talus long rue Paul Armangot";73199633.9315056;896644.788789264;44896.1299179578;0;2161532.17215435
"111_Lilas - Vergers";72854733.837861;671143.210090043;256689.730471854;0;2504985.31480235
"1118_Villiersfins";26082060.7673742;23334158.3473792;24554731.717573;0;2285461.81846742
"1119_Diagonale Arrou";28093949.2283561;22964702.810018;22603089.4941628;0;2641415.7224855
"112_PDT AIRE DE JEUX";72449685.5385763;2932728.45171081;0;0;860073.170688926
"112_PDT ZONE BOISEE";72508906.0242579;2926021.28025191;0;0;813899.500906993
"1128_Zone 1 Prairie fleurie";42982676.4551726;3445887.88296302;17404401.15702;0;12432454.9540083
"1128_Zone 2 vivaces";43019984.6905312;3475937.72693031;17497567.0535484;0;12255864.8809624
"1128_Zone 3 Massifs annuelles";43090981.8500079;3477932.38684845;17394452.5480337;0;12302007.8084968
"1128_Zone 4 jardin Français";42941143.238354;3399157.61411143;17150785.6077796;0;12767791.7664545
"1128_Zone 5 Bois sacré";43159360.6867655;3487654.85998334;17173095.4357492;0;12453454.6176751
"1129_montreau gestion 1";75919091.1535711;356598.480006715;0;0;0
"113_PSB PRAIRIE BOUCLE";54441345.8959346;10643837.1540435;11144025.4956915;0;0
"1130_montreau gestion 2";75935522.5698732;344790.297518396;0;0;0
"1131_marcel cachin";75943789.7229822;351407.995142683;0;0;0
"1132_Zone 1 Milieu rocheux";22965969.6981349;835755.051421423;6104090.43508961;0;46335127.653891
"1132_Zone 2 Milieu Garrigue";32232326.2567597;1100986.16719397;10166607.8203882;0;32790712.8661139
"1132_Zone 3 Milieu forestier";28766620.6268851;872334.063045988;7651435.09086972;0;38974677.3699976
"1133_rue de vincennes";75195761.019532;584737.563290715;0;0;525518.033117693
"1134_patriarche";75695727.2568255;584737.563290715;0;0;0
"1135_jean moulin stade";75724716.3988448;536964.93023696;0;0;0
"1137_montreau gestion 3";75792584.1692467;489908.429673193;0;0;0
"1139_pf";74852256.756056;444429.583450797;0;0;954855.992497725
"114_BDB CHENAIE CHARMAIE NE";71542200.4236409;3846112.90611507;827679.185606076;0;0
"114_BDB CHENAIE PINEDE JARDIN DES SONS";71087636.3927459;4189570.15537581;955369.559162668;0;0
"114_BDB PELOUSE ENTRE PEUGUE ET TERRAINS DE SPORT";69604451.0721008;4976245.65134019;1673917.73801872;0;0
"114_BDB PELOUSE TERRAIN DE BICROSS";70340702.5498322;4647353.62048076;1253955.94541083;0;0
"114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS";70196731.3808026;4724608.66882312;1328417.78469021;0;0
"114_BDB SENTIER DU PEUGUE";68906117.8069666;5216922.02759245;2053592.09277939;0;0
"1143_prairie du stade";68023806.4623311;7035833.63416324;0;0;1179765.38626669
"1145_Transect 2021";27926028.383933;8674843.95674627;1276026.70306894;1699519.08259268;36670799.0897142
"1146_Transect 2021";27800385.4060864;8228473.41539198;1221143.83878996;1615651.09245278;37402852.7441377
"1147_Transect 2021";30557163.9064007;10687304.3969289;1653003.31443623;1812104.47073103;31547242.6482098
"1148_Transect 2021";38247155.2209865;18716329.463384;2547009.11004204;2468017.95313043;14344460.8000309
"1149_Transect 2021";38574450.6556777;18688257.7427638;2543359.2781293;2482255.42509549;13960236.8891121
"115_CTE GARENNE MARCEL DASSAULT";53839703.3536365;11552050.5604463;10862443.3160835;0;0
"115_CTE PRAIRIE MARCEL DASSAULT";53771714.7226614;11547388.2863895;10900535.796522;0;0
"115_CTE ZONE BOISEE";55285070.8124157;11553199.6381323;9350266.05210478;0;0
"1150_Transect 2021";31373462.630517;6175096.51481744;998119.713887502;1074736.48076385;36699758.8218956
"1151_Transect 2021";31443384.21797;15465582.5068449;2189126.28628587;2007235.58402745;25183499.0857045
"1152_Transect 2021";33834579.5948007;18970187.3219988;2413578.42116163;2240404.48159803;18824304.0122349
"1153_Transect 2021";34661795.4483184;19187227.4759709;2468705.25711435;2290131.26608017;17681819.1174617
"1154_Transect 2021";41969564.753464;338012.820871912;514326.346028535;819837.384147016;32626593.6704652
"1155_prairie cour centre de loisirs des Bizis";70015861.4977322;2742606.27981906;317652.551808723;0;3208253.20145907
"1156_Transect 2021";27814514.9161631;10369686.8024816;1611791.96105211;1900329.86760192;34548885.7992938
"1157_Transect 2021";45274954.5546783;21126688.0125451;2958914.08953294;2468053.21192745;4476866.19299041
"1158_Transect 2021";45732398.6334425;20820309.8521442;2933421.44315773;2481216.4847103;4318339.38741579
"1159_Transect 2021";43058500.6238868;1556414.69206665;546861.246739971;952357.910557445;30150911.106834
"1160_Transect 2021";42903405.9229747;383069.485898684;686920.774418124;770866.957518049;31509697.3826716
"1161_Transect 2021";54262708.3604761;6545812.82594726;3455834.02209353;642787.509046299;11331350.5525818
"1162_Transect 2021";51730063.8770707;3936806.08653551;2165101.93519795;1083687.57902908;17370174.574139
"1163_Transect 2021";49426426.5080431;14641056.4946276;5865904.40780538;642787.509046299;5643233.78690797
"1164_Transect 2021";50948702.0408185;13126853.6167221;5406712.11736106;642787.509046299;6141347.44774233
"1165_Transect 2021";47516487.7089206;20190398.0243832;4367669.43647543;269178.347566377;3942732.19009389
"1166_Jardin de Garrigue et jardin des insectes";67548350.442096;552149.151843366;5354205.24773168;0;2873453.69620095
"1166_Jardin des Insectes";67631494.3100099;534430.670173241;5225821.21560428;0;2920912.78963973
"1166_Prairie Fleurie";67563871.6111437;450913.927735636;5368689.44383287;0;2915432.58456103
"1167_Transect 2021";46685123.1723706;21108317.1336738;4555310.45344916;227946.68309999;3705811.71468054
"1168_Transect 2021";48237216.8111834;18430160.148241;4583978.33672477;562919.751785862;4483368.02485733
"1169_Transect 2021";48508443.2050461;19295540.5612667;3995242.99865127;408779.864112898;4075013.61907755
"1170_Transect 2021";50089721.7666047;11911800.8286191;1811441.27494772;1518331.55803177;10960813.6021598
"1171_Transect 2021";51823108.6177982;12895674.740615;4689053.27669738;642787.509046299;6242883.43201419
"1172_Transect 2021";52149730.4568507;12847702.4658386;4320087.36599045;642787.509046299;6308777.90744344
"1173_Transect 2021";49131499.7791505;20157099.5941541;3539090.32038256;380780.528724948;3052285.86340443
"1174_T1";16965450.8661822;33459060.6587798;13280642.5408927;10511311.974868;2050443.8500062
"1175_T1";16605337.851866;38811142.1766753;11277832.1930856;8159578.0339491;1458259.69521623
"1176_T1";17046150.3579006;31865962.9085764;13970543.3283274;11127643.9958428;2297935.45941691
"1178_Parc des Chènevreux - Propage";69531564.7142756;1619550.55746842;1570303.3880079;0;3563558.60836805
"1184_Grève parc Billancourt Est";61743118.3037902;0;12706801.4716152;0;1857619.67031939
"1185_parc hoche propage";68898648.3648313;4253949.51270034;221993.133633083;0;2918437.9754564
"1186_gs vernes";73266388.6718169;250406.727037416;181074.913076847;0;2585079.34238033
"1187_la Balme";68966268.5409404;6897737.07809133;0;0;423057.813706444
"1188_vilmorin";73114493.3141979;862077.629124345;0;0;2298203.63821098
"1190_chemin St Martin";73373603.0973347;547364.121330627;0;0;2373382.96102143
"1195_gs Makarenko";72792321.2186233;595767.25371481;259334.113093792;0;2644163.44644802
"1196_ilot curie";72666699.2269363;712142.574482823;259502.243839057;0;2649180.56317544
"1197_rue neuve";72733511.7107529;892094.930219821;0;0;2641341.52012713
"1199_chemin 2";15754714.4949788;52120758.3149827;7777528.75499041;606955.296700577;0
"1199_chemin en contre abs";15761089.9047597;52086271.2869326;7813014.74283517;612465.265732916;0
"1199_lisière 1";15771760.1353372;52230873.791073;7677717.27184681;597086.826927933;0
"1199_lissière 1";15768903.2516787;52245378.4412585;7674229.99997136;597086.826927933;0
"1199_LISSIERE1";15769965.0623942;52232343.1464191;7685334.49637827;597086.826927933;0
"1199_prairie--rucher";15770627.200767;52228891.6128577;7689075.89350384;597086.826927933;0
"1199_prairie-rucher";15785338.8838588;52233740.5409188;7678665.87358943;597086.826927933;0
"1206_Parc de la Marine";37014702.5262528;14756206.721148;3348887.43020386;4529079.35138461;16675292.9919441
"1208_227";75430429.1650334;0;0;0;841131.857143065
"1209_Vieux Cimetière";72842274.3776853;50788.3572831812;0;0;3413492.01908708
"1210_Parc des Couronnes";73188167.2614037;0;0;0;3075872.37678344
"1211_parc du Millénaire";72331853.7213854;485249.352156018;0;0;3466252.68324475
"1213_Les Essarts";71649469.0615367;3741123.07294581;0;0;808274.384989576
"1214_La Pépinière";68959650.6158805;7122109.94627224;0;0;179928.609675561
"1216_Parc Georges-Brassens Sadal Suud";73263915.2548766;0;795222.389255357;0;2242249.94973039
"1217_Talus Française et Rocaille";74268111.0776282;415559.393942067;0;0;1562192.46177458
"1226_1";75307098.5267293;0;0;0;1005447.33004761
"1227_1";70110575.1535294;3299087.87932834;1063419.33163519;0;1806712.0973884
"1228_République";66528371.4059623;6726411.38403153;1681946.57364306;0;1328473.04463718
"1229_Lemaître";68434852.8555271;5860612.98868493;767872.542399093;0;1202442.03020215
"123_Parc Chazière";70541308.9305748;1719691.52502053;620996.437909475;0;3395606.38622062
"1230_Stains - Noue Rol-Tanguy";69767880.4445108;4933884.80183532;410680.507917903;0;1153500.58064672
"1232_Epinay - Réserve écologique";71541138.4505014;1909837.0311111;1084286.4233759;0;1706618.39398502
"1236_TEST";47089354.8466876;8713154.9007127;19842842.1043051;0;618162.671932578
"1242_Flacis - Plage Bleue";62727842.1011696;2613261.8005157;8339286.02379362;0;2610960.88237346
"1247_Transect 1";74723416.1458188;61494.6682704098;0;0;1444434.97295085
"1248_BOUCLE";66936925.3966523;7729503.27578231;1562107.17778042;0;0
"125_JB Alpin";69109986.2416571;2417499.30280983;0;0;4705344.49582687
"125_PTO Jardin Botanique 1";69020504.6693843;2492221.82251496;0;0;4701026.60350992
"125_Pto Jardin Botanique 2";69106578.5208425;2480430.84898563;0;0;4709115.44501394
"1252_Castel 1";50968747.2124152;14748771.11722;4318880.17986527;0;6174298.19927106
"1252_Castel 2";50963373.3934645;14778646.756756;4330007.94977575;0;6191399.44063361
"1260_Square Virginia Woolf";74730515.4031492;584737.563290715;0;0;1003210.63602505
"1261_Pelouse centrale de la Plaine de Chatenay - Parc de Sceaux";66059926.5898779;1742012.51218318;8473201.30846359;0;0
"1264_Tranchère - Lisière";52983732.9156167;11656808.9538938;4240916.18638391;414364.822149038;6981798.78417749
"1264_Tranchère - prairie";52617100.5119207;12065604.0729113;4279735.41269034;408315.38202046;6877133.14250796
"1265_Cypressat - prairie haute";54518576.6056062;10891395.9334835;4624214.58480565;37681.913214752;6137662.63883591
"1265_Cypressat - zone tondue";54378491.7644698;11002489.5619244;4653882.62436657;40536.8378194133;6125611.74132236
"1266_Chemin de Beaumont";56408829.0757775;18187161.4331586;1350221.45829496;0;357253.242495782
"1268_Coulée verte";45865622.5334034;26720561.9520241;1321155.25616776;0;357253.242495782
"1269_Mosaïculture";44769218.389323;28862695.7620184;1563676.12158431;0;357253.242495782
"1270_Jardin des Perspectives";47084332.0753327;26776571.7414598;1563676.12158431;0;357253.242495782
"1278_Nouveau cimetière 1";72491750.6642355;0;0;0;3789817.24054754
"128_Citadelle 1 Lille";65725633.4080468;9803747.73921116;766076.11383262;0;0
"128_Citadelle 2 Lille";65003120.856603;10739282.1979155;542611.443613262;0;0
"1293_EXJA_1";57369918.4636523;17332808.9298455;1257706.39947406;0;357253.242495782
"1298_Prairie en pente";61650794.5533019;0;14616216.3285034;0;0
"1301_Coteau stade";74332983.8876151;878606.748199404;0;0;1092562.69738975
"1308_Ferme de Paris - transect";74729197.7015837;236875.670632086;0;0;1339869.77337171
"1312_Genay-4-Pâturage";20674374.9197119;47105237.3112103;5660559.14193743;0;2821381.75031879
"1314_prairie sud";73612620.4765442;892094.930219821;0;0;1735205.79246443
"1317_Citadelle";30862414.9544254;15828483.1148886;767694.071792987;6611010.04557033;22232820.8316064
"1318_Terre Saint Roch";30696717.5492868;26037420.3777558;508753.95286422;5389395.16674183;13672494.2940964
"1319_chemin vert";31684481.0086644;26818335.2671442;650073.594694538;5104709.28720908;12055186.3510376
"1321_Transect Propage Berges de Seine";72794569.5793616;0;0;0;3448730.18519679
"1322_Transect Propage Jardin aux papillons";72968272.8365206;0;0;0;3334143.1443165
"1323_Jardin des Tournelles";72595412.4808291;308919.997328833;0;0;3346309.29673485
"1324_Square du Chateau du Loir";72532885.2375441;281292.322736898;0;0;3398957.87255677
"1325_Jardin des Fauvelles";72242330.3682801;514076.957180031;0;0;3461521.81491187
"1326_automne flamboyant arboretum";62654985.3697528;594.208227671808;13636231.0631816;0;0
"133_Parc du vent dune Dunkerque";18817449.750608;17088828.7217582;3976734.35181773;4162631.04879651;32256333.5279472
"1331_Cimetière Sud";74592090.2046159;263586.919519763;0;0;1441072.96794605
"1332_Jardin Alexandra David Neel";74718629.7701049;358600.121460048;0;0;1186074.49728214
"1336_Jardin du Rosaire 1";72268082.8187363;381916.970310823;8535.89484362468;0;3631817.86229789
"1338_Piste Athlétisme";70904684.1200698;4842559.98447775;422442.259219936;0;77360.5419023063
"1338_Place de la Loire";70699467.6401902;4917424.41284611;436644.809695012;0;213820.534434411
"1338_Place de la Seine";70408492.8253645;5003411.24036277;491655.316426416;0;374680.764794202
"134_Parc du vent prairie Dunkerque";18967766.0981746;17212749.0745152;3995697.13917791;4167060.99747007;31982171.2347353
"1340_Bord de Chézine : Parc";63877161.5286513;7446657.09082795;1086504.31257354;251271.502559251;3555541.32440335
"1340_Kiosque Piou";63515471.8186101;7587596.39262884;1405114.28563675;251271.502559251;3486854.87383878
"1340_Pelouse Magnolia (bosquet)";63963536.4743867;7401102.98938488;1120493.02939279;251271.502559251;3562985.23429463
"1340_Pelouse Tilleul";64000131.3028453;7188790.07586166;1208507.96615869;251271.502559251;3629522.3185989
"1347_maka nouveau site";72930781.4428114;470739.458412741;256913.775213199;0;2629507.00412759
"1349_Reynerie Château";64554756.585253;5075996.03470337;3640945.46606638;0;2907359.18255709
"1349_Reynerie Colline";65065295.5596494;4844989.9784785;3416450.72076734;0;2893941.98961709
"1349_Reynerie Lac";64152999.8566666;5524223.60300425;3690411.35862669;0;2907681.04100732
"135_parc du vent (mare)";17401767.3149554;20072280.1069438;4047192.59977192;4416231.39146481;30303260.060054
"1350_Compans-Denat";69358829.8463981;4128581.32160647;602710.121956578;0;2196380.76849821
"1351_1 - prairie tondue";37849208.1371337;16183275.6400784;20545826.7374086;0;1677485.64101434
"1351_2 - prairie Nord";38184012.4361723;16117673.7774628;20263082.4219523;0;1724535.68308593
"1351_3 - Prairie piste cyclable";38099319.5961013;16003282.4842752;20461777.2504673;0;1663636.87825832
"1352_1 - Prairie";40375469.1534247;9587070.73032633;24953783.6733764;0;1361697.84496825
"1354_Nouveau verger";10951675.2420537;55453485.8688732;9880397.06833973;0;0
"1355_Prairie humide";10518446.1712877;56015745.245475;9787266.8263026;0;0
"1356_Vieux verger";11183240.4256249;55158400.1160207;9947691.19661264;0;0
"1358_Grezan CTM";34819913.0094182;34372514.6545875;7032641.7448463;0;0
"1358_Grezan CTM OK";34648118.4319675;34693904.5255322;6933755.34128998;0;0
"1359_Hippodrome des Courbiers";36779520.7366465;35424406.8683536;4037341.65290404;0;0
"136_château coquelle Dunkerque";23928652.0121868;25264469.6750771;5068226.78435147;4360523.07400883;17642602.3522383
"136_Parc marine Dunkerque";36993424.5567821;14816336.9032225;3342832.29584984;4520869.04263727;16641007.991421
"1360_Pasteur";49081961.2088706;13897821.079727;13273068.7218975;0;0
"1360_Temple de Diane";48879058.4860813;12814538.42202;14573124.0933551;0;0
"1361_Bois des Espeisses - zone Est";44211908.5628266;3275737.49566735;28791480.0644734;0;0
"1362_Parc Magaille BRL";39166911.5078272;35350980.008747;1752247.98496275;0;0
"1368_Allée de Denis";58361991.9662555;16763802.161042;1145101.4576202;0;0
"1368_Allée de Fabien";58297970.8163597;17066712.1841309;883282.369319737;0;0
"1368_Transect des systématiques";58351757.6142263;16894994.5033248;1012095.55557267;0;0
"137_parc Ziegler";28979678.422802;15431326.2721777;3206758.16581445;4665745.71452289;23956196.2296568
"1377_Transect 1";66509418.2532688;5715382.16423688;231369.987386874;0;3761744.04542828
"1379_Square de la DOUA";68779052.8951851;2787872.074853;11726.8153013094;0;4656787.06248451
"138_jardin des arts";34408700.0540213;15807019.1038437;3337980.98996269;4494991.19613083;18272024.7872969
"1380_La Noue";68701795.6368912;2921994.54512793;81574.4007711584;0;4580482.5839839
"1382_Culture et prairies";75713960.8632277;300161.52186678;0;0;247058.755699972
"1384_Prairie CLSH";45739877.3116072;20215141.6857192;4964534.60531517;0;5323839.50114855
"1385_brassens1";24315180.2127173;48469789.0997431;2829997.9371863;642787.509046299;0
"1386_prairie_colmoulins";39756484.8689778;29414945.0534629;5171205.67328754;387835.273409504;1540583.73962842
"139_Bord de canal proche parc des sculptures Dunkerque";30256473.0116015;11508411.6995129;2619620.81578126;4357752.64455499;27575609.4230455
"139_Parc des sculptures canal Dunkerque";30786055.4045746;13344731.3859847;2895052.85183997;4677990.99151875;24611281.0907517
"139_Parc des sculptures talus Dunkerque";30681734.7752661;10964628.6807361;2614254.946844;4365594.66382227;27687532.0706314
"1398_Mini Ranch";46482527.5756455;14288469.9909737;14384363.4640505;0;1146119.91839706
"14_Charmettes1";44517458.4414662;10836070.1013982;19582520.8883449;0;1347043.38328032
"140_4 écluses Dunkerque";35836478.3580581;21511932.6832506;3135487.67569529;3677106.43720143;12099446.9986376
"140_route de steendam Dunkerque";34603896.8921881;18810708.401178;3288341.91915721;4139979.15755722;15439813.2970014
"1407_Le long des buttes côté Madeleine Brès";74649935.598268;80264.4791758591;0;0;1539807.45739506
"141_Prairie tir à l'arc FPS Dunkerque";43988500.7247383;24509085.279494;3262276.89633825;780134.697324368;3752494.2018761
"1415_ICADE - PONT DE FLANDRE";75858525.0572357;0;0;0;432261.104245381
"1416_Féry 1";74165736.6723471;442827.572014307;0;0;1627601.8547071
"1417_Cristallerie 1";74868102.057143;0;0;0;1335773.8158649
"142_Piste cyclable FPS Dunkerque";45861007.9761716;20948521.3035716;2816956.0276751;2133824.38355673;4565870.60171046
"1421_Édouard Vaillant 1";74353068.293206;0;0;0;1952031.0652327
"1422_Légion d'Honneur 1";73989438.9136928;579387.391804259;383061.994388833;0;1356160.10758293
"1423_Roser 1";75065585.007821;0;0;0;1226995.70029593
"1424_Chanteraines, secteur Fiancées, Prairie entrée Ponant, sortie Mariniers";73026576.3775669;1087827.13695539;0;0;2170452.42546893
"1425_Prairie ZAC Villerenne, Mariniers";73064178.8322859;1087827.13695539;0;0;2130327.60443024
"1426_Chanteraines, La Garenne";72795714.3019355;706736.07184875;0;0;2748805.34662411
"1427_Lagravères, secteur 14 - SIAAP berges de Seine";71793421.3569432;1770234.90228946;250612.041464045;0;2491106.87662697
"1428_Parc Lagravère, prairie nord coté aire de brumisation";71530569.6837315;2000147.44729825;250612.041464045;0;2497064.47122157
"1429_Parc Lagravère, prairies Sud, le long des mares";70888624.5508665;2820536.10212315;201535.321034521;0;2367268.25282599
"143_pâture fort de petite synthe";45616019.9215522;21592170.2379062;2984517.99762074;1774101.9872708;4334158.00222426
"1431_Cimetière municipal";69550748.4255638;5267780.13949736;1418168.61139829;0;0
"1432_Parc Rothschild Grand pelouse Est";69589635.9160887;0;4240646.26913286;0;2461650.1911966
"1433_transect Z boisée Nord";69715929.7697289;0;4136721.78562519;0;2406478.8761161
"1434_transect pelouse Nord Ouest";69262303.8396605;0;4626003.3644851;0;2383878.4385188
"1435_Zone boisée Sud Sud-Est";68762334.1361747;0;5106133.47750308;0;2393424.43276375
"1438_Eli Lotar 1";75109183.1766764;0;0;0;1166291.56104697
"1452_FACHES_Parc des AUbépines_PDG2023-2025";55144533.9928039;20499156.4095299;624480.597117554;0;0
"1453_VENDEVILLE_Jardin Petit / Cabane aux ours_PDG2023-2025";43030866.2736394;32582607.1310726;731369.881525936;0;0
"1454_Tir à l'arc modifié";25533670.6169522;29129337.8335614;2047805.69444769;11878389.1892383;7712348.14810304
"1455_Plaine Apollinaire";34527862.6846636;32540792.7884934;1610481.46284946;4120505.92771436;3498698.20858631
"1456_Bois Picot";34542169.7471197;31354258.0393676;1567671.68856493;4422006.39913764;4419706.112549
"1459_Bel Air";54624742.4394713;13517870.6908166;8089431.13811467;0;0
"1460_Latz 1";69282822.5069936;2618745.15114586;10274.9319666822;0;4313615.23274358
"1461_PROPAGE 2023";65051110.0592887;0;9586639.37652886;0;1608585.71207463
"1462_MARBOTIN CHARTREUSE";69703341.833821;4927756.73273121;1616493.5052508;0;0
"1462_MARBOTIN GARENNE";69577992.767267;4999398.45340671;1627766.12910094;0;0
"1463_MAISON CARREE ENTREE EYQUEMS";72111485.3216868;3444679.99343236;0;0;645652.495882156
"1463_MAISON CARREE TERRASSES";72240835.4012524;3396893.77205188;31.8371811241322;0;611930.281214071
"1465_CIMETIERE DU BOUSCAT BOUCLE EST";61146268.448369;8645057.44642039;890143.695290517;73664.6716726525;5502708.5257349
"1465_CIMETIERE DU BOUSCAT BOUCLE PRAIRIE";59791716.6067325;9499681.42375166;949792.533678;243104.315118362;5729869.19173475
"1465_CIMETIERE DU BOUSCAT TRANSECT NORD";60251811.4417033;9269659.80400771;936417.300717867;153436.374425753;5600660.12564895
"1466_ERMITAGE LISIERE SOUS-BOIS";62212427.2239519;7984390.38351653;762197.60599346;0;5265131.78023429
"1466_ERMITAGE ROSERAIE";61939633.0233789;8307610.53631156;796146.921406258;0;5194360.15720247
"1467_CHENERAIE LISIERE SOUS-BOIS EST";61964765.80307;9667656.56364675;823619.654253905;0;3754883.95799544
"1467_CHENERAIE LISIERE SOUS-BOIS OUEST";61798773.2185567;10029018.7304523;836738.730050889;0;3600904.19399279
"1468_BDBo LISIERE SOUS-BOIS";60021252.7410339;12317403.7375529;1036158.95838707;0;2853413.87743245
"1468_BDBo PRAIRIE";60369112.536477;12077581.3862213;1058886.66101935;0;2716472.24598683
"1482_Espace Marcaissonne";48912579.245638;25627403.5249999;1680441.16195719;0;0
"1483_Stains - Parc Casanova";68747633.9224396;6376947.43462668;439086.881349964;0;740236.790105207
"1484_Grand Parc des Docks - Noue sauvage";74632601.0447925;0;0;0;1668828.10363802
"1484_Grand Parc des Docks - Prairie fleurie";74663225.0586909;0;0;0;1598063.84904794
"1484_Grand Parc des Docks - Terrasse château";74734503.6725277;0;0;0;1543249.38900397
"1485_Rapas 1-Ouest";70036085.0695969;2420216.44821012;1632093.34487003;0;2119931.32308328
"1487_St Lazare 1";43872507.2782916;24663090.5973578;6353429.41029815;0;1379383.38756697
"1487_St Lazare 2";44616880.249199;23721592.3081297;6535790.44095018;0;1390513.06963492
"1487_St Lazare 3";44178062.5681404;24344679.2644225;6326346.39561572;0;1381685.82291902
"1488_Bas Fargeas 1";44173095.6167698;23039511.6643863;7646978.81195674;0;1395462.37731629
"1488_Bas Fargeas 2";44453082.8806192;22958918.240618;7391865.58211516;0;1394039.06514133
"1491_23_TRANSECT_PROPAGE_BEAUMONTS";75987655.4025424;317223.816579447;0;0;0
"1492_23_TRANSECT_PROPAGE_GUILLAUMES";75987643.562604;300161.52186678;0;0;0
"1495_prairie centre de tri";38294945.0345749;31712816.5366276;4179107.87454208;0;2084804.55452761
"1498_grande allée";35189177.0026568;38098237.9400114;2510985.16696568;0;477238.066571545
"1499_lisière bois prairie locaux services";33785098.525709;39201907.6102267;2772559.23372742;0;477238.066571545
"1504_cheminement long de la haie";26258005.0075711;12394295.7288317;35865831.1223206;0;1728275.94737611
"1504_Les buttes";25216023.5278426;13102697.3791099;36252189.1474558;0;1683717.99981601
"1504_Prairie rencontre canine";25397040.5937396;12992065.9721285;36194194.6464574;0;1696579.51089522
"154_e2";36275255.1199261;8257788.57385234;28752333.1224944;0;2997065.37857993
"155_Jardin des plantes carrés botaniques 2";65748988.9713651;10245378.9645977;274622.01964277;0;0
"155_Jardins partagés coccinelles Lille";60265541.368873;14746880.5959555;1265394.57387442;0;0
"157_Jardin du goût/bouliste";68556656.7412429;0;5547546.46819872;0;2147054.40371324
