"105_PDBSE NOUVELLES PLANTATIONS";17254841.2560514;84941331.3902895;25196082.5942316;967667.598185751;0;318298.500905599;0;0;331132.482800086;3337919.99188063;5215577.27196012;3519065.33661873;1877368.30330723;0;0;7316395.63610277;11131162.4244964;68732.1569544419;9385261.42150524;28905255.6320478;17151649.6524294;0;198840.09771871;0;17413596.9096899;0;0;0;0;0;0;0;0;0;0;1516899.52338623;2109827.88895853;0;0;0
"1054_Prairie centrale";455727.208147483;79021389.2093014;9212228.97373878;1720687.08066317;0;0;1883305.0510384;253646.197028589;0;4505391.43794316;11733073.9688708;54176979.134372;0;420738.60996874;0;7978597.10774306;12790257.4059844;1238231.16184805;45030465.126372;275446.05681947;0;0;347857.660104418;0;711933.890103095;0;0;0;0;0;0;0;0;0;0;5554050.25915102;1321752.59845963;0;0;0
"1056_Pépinière SEDIF";36717392.1263212;123936075.870759;35476744.1561405;7361365.12797932;0;3541304.74227585;0;0;90033.1495349231;17671132.4846627;6407605.39776419;894591.020351539;0;0;0;326759.744424868;553877.108284727;0;3016368.07393502;0;0;0;0;0;452727.140943338;0;0;0;0;0;0;0;0;0;0;1740147.26378167;250290.015388112;0;0;0
"106_PDR PRAIRIE BOUCLE";16934775.6983073;81993893.6425024;30493729.6836827;1971069.51441664;0;1551954.21441783;482336.248949395;0;331132.482800086;3466105.26245498;5548992.57492416;3583937.99360382;2437284.88460951;0;0;9358165.77456633;13776042.2680625;342684.540069579;8431154.86075263;22456138.6929118;17205898.4856349;0;420669.714301166;0;11398731.0659565;0;0;0;0;0;0;0;0;0;0;2860448.54346222;3330946.3933526;0;0;0
"1063_Gabriel rosset";2520300.3760408;100975621.54313;40264162.5141576;2640994.2030836;33613.7100079097;660697.604062116;0;0;0;10496507.0759117;4365573.8600061;11799106.7437149;0;9656070.64666225;0;12355910.3776272;20138599.7389066;4538820.96254514;12980266.059373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4791590.57442676;0;0;0;0
"1064_Clos Layat Espace à vivre";2439742.7829525;99511429.0757944;43793269.1707975;3429399.93489554;0;1004769.30966611;807433.723347551;0;0;10611863.9671776;5816953.85092844;23519386.8685135;0;7594418.40253568;0;6569072.49356682;15111405.5422518;5549061.04028032;6928965.30373572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5382734.16705263;197715.14522722;0;0;0
"107_PDC UGF1 DAGUIN";13457502.9870324;84203420.5719795;30177024.6386675;3352740.53721754;0;3141871.2299093;372712.476421192;0;331132.482800086;3759791.83048525;6337707.04491193;3583937.99360382;1708785.58030604;0;0;9494870.79930399;16604249.9450606;1263908.15456187;6458402.88685455;21182558.6831484;15933076.5143671;0;635542.143479005;0;8901419.58974431;0;0;0;0;0;0;0;0;0;0;4451957.92835192;2816536.02652947;0;0;0
"107_PDC UGF2 ADR";14069929.8667761;84223093.0417024;30252070.0045263;3134805.55671322;0;2756309.60269134;384937.10607199;0;331132.482800086;3743086.68752262;6200396.72412675;3583937.99360382;1507333.28144354;0;0;9560215.09757225;16271095.8550616;1089716.52187383;6282739.02481894;21460857.67413;16321192.1527867;0;571581.327409285;0;9333038.14380582;0;0;0;0;0;0;0;0;0;0;4214584.34251752;2900026.58982481;0;0;0
"107_PDC UGF4 BRUYERES";14435024.0202886;84067009.4875153;30665750.5579266;2845512.04397007;0;2573876.68913475;410898.991412544;0;331132.482800086;3841041.54150606;6209641.78930918;3583937.99360382;1423145.4189603;0;0;9639542.14204078;15998495.957565;953379.683974382;6403402.74536746;21215471.1691301;16826036.2839772;0;484551.303068238;0;9299010.43365892;0;0;0;0;0;0;0;0;0;0;4092635.40818754;3022495.65382444;0;0;0
"1072_le verger";53021062.2881511;101403074.059109;23112124.6534811;7009481.48881464;1404066.13012558;13637231.7214672;0;0;0;13748558.3338904;8350828.47463121;4448962.07451569;0;0;0;358316.112958476;1059338.11132108;420283.715492397;5097694.53414512;0;0;0;0;0;886348.871468333;0;0;0;0;0;0;0;0;0;0;3430955.15970491;964020.153246714;0;0;0
"1072_le Verger";53026346.9809875;101402097.229414;23117939.8011973;7006773.83148813;1404066.13012558;13637231.7214672;0;0;0;13748516.2307272;8349782.1997656;4448962.07451555;0;0;0;358316.112958476;1059338.11132108;420283.715492397;5097684.06589045;0;0;0;0;0;886348.871468333;0;0;0;0;0;0;0;0;0;0;3430955.15970491;964020.153246714;0;0;0
"1072_Le Verger";53040134.6138896;101464743.2785;23090469.6153881;7007489.89489972;1404066.13012558;13637231.7214672;0;0;0;13746042.062589;8343566.56871556;4448962.07451555;0;0;0;358316.112958476;1063285.60288637;420283.715492397;5095736.24980965;0;0;0;0;0;886348.871468333;0;0;0;0;0;0;0;0;0;0;3430955.15970491;963978.119496575;0;0;0
"108_PDOD2V JARDINIERES";7097671.05386384;82953863.237271;37508655.0653212;3870911.92972762;0;7992410.32847288;666894.316339392;348361.530872869;0;4283984.44543967;7493008.02806783;3491878.40935714;2350589.08524265;103370.056993047;0;15481798.1416133;15631367.0364916;1735685.09100639;7149816.30222981;8185221.17475343;14550129.3918031;0;420669.714301166;0;3906000.82836725;0;0;0;0;0;1314778.24275325;0;0;0;0;7194560.9564259;4625095.03035133;0;0;0
"108_PDOD2V THEATRE";7218536.72461348;83157666.4113042;37389029.2702343;3859362.09667375;0;7875404.31975776;666894.316339392;348361.530872869;0;4223370.40191752;7520335.08277804;3361146.07409288;2344267.53530916;99959.6501896663;0;15291225.4673839;15558077.3098879;1735685.09100639;7120000.6591511;8424279.69990907;14647320.0440784;0;420669.714301166;0;3997810.2710819;0;0;0;0;0;1310632.67599988;0;0;0;0;7156510.6429554;4562418.98974903;0;0;0
"1081_gs Langevin";39663877.030562;111164044.521215;27196913.5886524;8255812.97839331;1404066.13012558;9506390.96654667;0;0;0;13829037.7588267;7679274.87112382;5458152.85869599;0;0;0;940043.032044549;812436.250970308;256473.533304124;7570621.12772101;0;0;0;0;0;798897.176422254;0;0;0;0;0;0;0;0;0;0;2831026.54874923;1100909.85643619;0;0;0
"109_PDB ALLEE AU NORD DU PLAN D'EAU";6820973.64302171;87128744.3148433;33724385.8465812;4052325.48257917;0;7376017.4939928;666894.316339392;264841.344802839;0;3974291.65597675;8008532.45942884;3024817.87677515;2240594.2743978;246727.441457888;0;14055132.7203466;16232400.8317736;2440037.50777939;6769071.33728295;11761938.4411253;13790791.441721;0;420669.714301166;0;3937228.20451496;0;0;0;0;0;646652.029323251;0;0;0;0;6804470.65549247;3859037.82945677;0;0;0
"109_PDB CHATEAU";5893777.17395115;87174067.8599352;34298893.7058748;4157540.01510869;0;7932634.09087161;666894.316339392;348361.530872869;5023.30024595562;4144740.62502846;8072146.3435813;2692078.60988005;2315031.32416906;298447.739813101;0;14932477.5495186;16316333.058863;2370692.95178181;7012537.06661577;10414591.6602326;13277270.8907209;0;420669.714301166;0;3582954.81732677;0;0;0;0;0;894396.175974903;0;0;0;0;6963679.85793094;4049597.06194198;0;0;0
"109_PDB GARENNE MUSSET";5169809.11642835;87794860.8777982;33818704.0731609;4216162.21130668;0;8049194.32488135;666894.316339392;348361.530872869;97969.2742058504;4070052.23517722;8053506.03609985;2511824.16957083;2543055.15750798;328985.225581307;0;15046110.7716514;16935912.4933931;2532427.99821607;7152996.20596574;10756200.7567888;12471324.9947349;0;420669.714301166;0;3657150.92862744;0;0;0;0;0;721247.242788387;0;0;0;0;6912674.96544449;3968654.5014729;0;0;0
"109_PDB PARCELLE NORD PRAIRIE";7718390.37161444;85935453.3313139;34315204.2964614;3917024.49124036;0;6959481.23510295;666894.316339392;269694.994784348;0;4062573.21818092;7919675.79648876;3119927.10196503;2238035.59091613;143369.50963063;0;13730811.6388695;15831683.5855135;2316365.64056311;6765148.38935805;11659202.7162974;14458235.4084374;0;420669.714301166;0;4535081.00639668;0;0;0;0;0;800652.318055707;0;0;0;0;6605452.13056901;3852409.68548046;0;0;0
"109_PDB VERGER";6019619.27544053;87560918.8151657;33349517.2853873;4174134.83885617;0;7793403.71681869;666894.316339392;305440.433958522;24699.2308870914;3962681.38293945;7966015.3670116;2814811.86298969;2381754.77413286;315033.215131503;0;14416186.2441425;16612731.7578979;2550219.35804458;6978631.40297072;11690409.7694152;12995620.1363347;0;420669.714301166;0;3806707.20790189;0;0;0;0;0;597256.751081208;0;0;0;0;6895020.38424518;3895936.66338227;0;0;0
"11_Soubriarde";252507.666348097;88796291.516685;18300567.004379;2948929.98477607;0;0;181866.580761517;0;0;6905141.63108617;5936554.37844907;35029786.6476259;0;264043.444211932;0;2267708.30320976;4021519.36963035;2193640.7794946;68809436.7825258;0;0;0;358753.708497061;0;1771985.30420749;0;0;0;0;0;0;0;0;0;0;0;354235.257358393;0;0;0
"110_PDL ORCHIDEES PROTEGEES";7500225.91520487;86199824.0226495;29477979.9929561;4230854.84785111;0;7360214.15627115;308265.735976236;0;241594.492294281;2632417.61142892;6806777.32901953;3583937.99360382;3662281.22144396;328985.225581307;0;13061707.8398568;16956240.5903914;2692842.53589429;7497551.0001162;17654673.607258;12361027.4846752;0;682817.939750943;0;5835274.83481921;0;0;0;0;0;0;0;0;0;0;6514678.1986728;2848272.82247583;0;0;0
"110_PDL VERGER";7904681.93297742;85970600.8069875;29318218.7153876;4243245.35976487;0;7213593.05806889;308265.735976236;0;217881.832206501;2657574.63552154;6693896.25563166;3583937.99360382;3573697.70599765;328985.225581307;0;12845875.784596;16919915.3540455;2604476.61397402;7381712.21761561;18045574.4787461;12471652.5282951;0;682817.939750943;0;6201282.20134444;0;0;0;0;0;0;0;0;0;0;6387762.5507276;2824133.49846366;0;0;0
"110_PDL ZONE BOISEE";8665747.8483008;85676855.3953362;29208762.2981717;4275637.46802969;0;6840494.51836125;308265.735976236;0;179177.739492721;2723479.73225181;6504389.67555448;3583937.99360382;3354718.45286252;328985.225581307;0;12362925.040489;16852539.5765478;2425132.42450299;7218961.72244119;18720382.1080248;12701267.0225185;0;682817.939750943;0;6777648.87244864;0;0;0;0;0;0;0;0;0;0;6180057.91148843;2780183.66525258;0;0;0
"1103_champs de poire";38655011.7004417;130438519.990703;35549553.4489437;6842321.47264296;0;2867149.70144555;0;0;0;14226989.6601531;4851357.64849998;371395.651091073;0;0;0;263977.838029945;206697.735197253;0;1557075.74413961;0;0;0;0;0;240147.180059238;0;0;0;0;0;0;0;0;0;0;1972897.60518317;352817.501221525;0;0;0
"1104_CTI1";252507.666348097;87612319.8925471;18283519.5231434;2400342.5493013;0;0;0;0;0;9346907.60854111;8256343.87337768;30311418.5134973;0;264043.444211932;0;2731145.19326356;1849984.40679136;1956946.62181641;71106723.2955726;0;0;0;358753.708497061;0;1682807.22298825;0;0;0;0;0;0;0;0;0;0;0;1955548.37957598;0;0;0
"111_Lilas - Prairie pâturée";38359560.0805061;117038512.62196;23122582.1579794;7136671.17387653;1254766.82050274;10378808.4799637;0;0;0;15329136.4002431;7952194.83381336;5578769.0924599;0;0;0;1052694.56841287;727886.37581203;525014.704449489;6190513.67512486;0;0;0;0;0;626846.627629276;0;0;0;0;0;0;0;0;0;0;2485305.24549631;646938.614239101;0;0;0
"111_Lilas - Talus long rue Paul Armangot";42759788.9331377;109540477.030311;24828079.756344;7577949.24457762;1404066.13012558;11307817.4909903;0;0;0;14576794.2299656;8186085.88891387;5644606.5837674;0;0;0;854466.978626639;621542.652161038;524736.263579081;6260110.53544697;0;0;0;0;0;841452.741550939;0;0;0;0;0;0;0;0;0;0;2566121.5786848;860265.993893035;0;0;0
"111_Lilas - Vergers";39659622.3541771;115233589.998699;23160752.838291;7179884.6449286;1358675.67561382;10725733.2860972;0;0;0;15256926.7795517;7926829.82417568;5599162.57504677;0;0;0;1052694.56841287;742960.957343848;525836.071972005;6018717.43904006;0;0;0;0;0;629659.140994218;0;0;0;0;0;0;0;0;0;0;2492965.31513556;657199.03511418;0;0;0
"112_PDT AIRE DE JEUX";2317261.46772218;89838365.3588842;33936564.4327702;3114305.31527281;0;8308407.81431948;308265.735976236;348361.530872869;290500.899079787;2479672.75705346;7241527.6172532;2185288.51816298;6056796.43358687;328985.225581307;0;17312535.9404095;16820111.9473508;2848830.13451521;8455565.50453932;14398659.6045618;6943712.78004627;0;682817.939750943;0;4447026.31514239;0;0;0;0;0;221917.780789697;0;0;0;0;6668817.16799308;2750378.19253645;0;0;0
"112_PDT ZONE BOISEE";2355000.60681293;89932426.2757349;33786693.130801;3130840.09320677;0;8308407.81431948;308265.735976236;348361.530872869;290500.899079787;2400190.15611103;7141924.91541038;2232585.53899753;6218888.16539176;328985.225581307;0;17174249.8232594;16702861.2640622;2848830.13451521;8452634.63268267;14606434.1813948;6933097.15853572;0;682817.939750943;0;4531160.52190833;0;0;0;0;0;181959.455688055;0;0;0;0;6714223.38029047;2750108.92775608;0;0;0
"1122_Bassin de rétention";47332.3522920055;23386987.5805253;5352815.72491121;0;0;0;1104594.41352144;0;0;0;2599638.51738552;72228747.4117713;0;0;0;27433224.1565939;1366888.04219954;728697.108970964;5445305.36231423;0;362809.222255097;0;607295.015874867;0;493132.185499603;473924.399525423;0;0;0;0;0;0;0;0;7468394.5893953;956177.213826486;0;0;0;88223649.8411364
"1128_Zone 1 Prairie fleurie";262316.732172324;49580051.4411788;9670634.33264592;930624.875140216;0;3711882.33498606;1088811.25121277;0;0;790349.353815127;916365.824358771;0;386139.905107885;498698.91292061;0;0;6613579.97116345;1983702.10046905;1182565.72110326;14918530.1564283;26235255.7236746;6447807.27771439;0;14995566.320371;11293092.6348307;2675653.9037863;0;499475.992461582;390672.426039476;0;0;0;0;0;0;1057281.23135161;0;0;0;82152991.9019229
"1128_Zone 2 vivaces";264928.058565466;49797509.4860991;9687982.01822211;930624.875140216;0;3711882.33498606;1088798.52628094;0;0;814612.577172648;916365.824358771;0;386139.905107885;499134.421786702;0;0;6622848.82809593;1983702.10046905;1190209.16251992;14939599.1921791;26236873.9051762;6450042.98232261;0;14974427.719723;11280769.0954424;2679217.50573113;0;499475.992461582;417897.995561127;0;0;0;0;0;0;1057281.23135161;0;0;0;81932698.1802947
"1128_Zone 3 Massifs annuelles";257204.72953625;49786892.6113694;9688063.33374142;930624.875140216;0;3721435.19559404;1079510.2965205;0;0;819840.098959913;916365.824358771;0;386139.905107885;513340.702929859;0;0;6620112.97051331;1983702.10046905;1162673.39412887;14875075.036605;26384032.8275452;6435123.37334596;0;15009933.8549338;11191349.9119573;2679359.7918906;0;485113.30769769;418736.558430682;0;0;0;0;0;0;1057281.23135161;0;0;0;81894227.1845215
"1128_Zone 4 jardin Français";255584.358413821;49681292.7958196;9666843.77316913;930624.875140216;0;3731312.04299002;1065982.5285761;0;0;803854.865418197;916365.824358771;0;386139.905107885;516019.408272342;0;0;6628260.70495752;1983702.10046905;1132139.25225013;14777006.5290585;26317595.3974361;6366732.66728978;0;14998835.1907021;11183984.7019105;2662223.94889851;0;476133.685207577;379427.372348773;0;0;0;0;0;0;1057281.23135161;0;0;0;82621663.7179515
"1128_Zone 5 Bois sacré";242612.176402944;49968754.0255434;9700702.71141636;930624.875140216;0;3756659.99365661;1024364.08425324;0;0;876413.028774882;916365.824358771;0;386139.905107885;533225.374073054;0;0;6628972.55285216;1983702.10046905;1130327.82799167;14735553.0915576;26682368.0699817;6356447.95046644;0;15062037.7655289;11033222.2103488;2690574.05449719;0;473958.754113342;432830.88977622;0;0;0;0;0;0;1057281.23135161;0;0;0;81856173.424619
"1129_montreau gestion 1";35307132.2216508;127904671.387779;37519944.441798;7852258.28329233;0;1648879.972329;0;0;0;15822166.0613537;2660093.23084662;699146.100163671;0;0;0;775967.747901892;1081081.72764861;0;4754479.8216534;0;0;0;0;0;345207.805056467;0;0;0;0;0;0;0;0;0;0;1796504.84201669;262184.141980874;0;0;0
"113_PSB PRAIRIE BOUCLE";17695784.5083898;85470080.1938303;17922457.5127226;593090.758674354;0;0;0;0;331132.482800086;3751133.01798578;3918561.16298635;5537869.61735062;1328311.72330466;0;0;4432035.30733388;12317069.8124688;1139354.16508149;6509884.5266326;41678349.8123914;14253693.7646492;0;262148.225449777;0;20634303.4279176;0;0;0;0;0;0;0;0;0;0;526992.741537955;0;0;0;0
"1130_montreau gestion 2";35333229.2866767;128466315.558781;37825001.6044954;7904633.27014429;0;1323589.75464875;0;0;0;15166823.1139611;2339777.12993501;662528.581593169;0;0;0;781947.220271361;1146332.79647665;0;4788075.83083912;0;0;0;0;0;299390.720263881;0;0;0;0;0;0;0;0;0;0;1826375.30715029;310715.362223893;0;0;0
"1131_marcel cachin";39462518.9181629;131705667.617143;35612661.0577536;6815043.39491364;0;2927784.23142968;0;0;0;13101798.0498542;4595940.0488788;366298.236674498;0;0;0;250189.344055463;4702.82896135009;0;1002966.19253204;0;0;0;0;0;1138.77495266413;0;0;0;0;0;0;0;0;0;0;2070614.97600032;377405.605387421;0;0;0
"1132_Zone 1 Milieu rocheux";2209524.53382772;47013162.0577587;5402579.93116534;1115539.01481605;0;3812230.03581381;697193.83096173;0;0;892641.960117594;1247867.46659127;0;150199.467932176;543323.423414778;0;0;4245302.63267469;1766834.93219564;338978.480210684;5642675.13939875;17319893.3210586;3501619.63811391;0;12207998.8910762;5523773.99336151;1494497.93540496;0;473958.754113342;0;0;0;0;0;0;0;0;0;0;0;122808279.707139
"1132_Zone 2 Milieu Garrigue";746712.665363016;45155077.94679;6092873.07076411;930624.875140216;0;3771047.10659616;1085516.43003042;0;0;356387.549322734;1176866.15230696;0;386139.905107885;543323.423414778;0;0;5978471.28162185;1812956.2039894;1103940.34700382;9988323.6588922;19849470.3639348;4777047.69465757;0;14400932.0643528;10691845.4782951;1905128.24273773;0;473958.754113342;0;0;0;0;0;0;0;0;0;0;0;107041542.474644
"1132_Zone 3 Milieu forestier";789976.137752695;46043869.465205;5749163.22562692;930624.875140216;0;3812230.03581381;931879.700882378;0;0;814648.574209055;1247867.46659127;0;386139.905107885;543323.423414778;0;0;5480041.26478845;1903591.04448178;468377.624650471;7299633.13212086;19996475.4837863;4384714.51279773;0;13437023.290235;8228880.47818775;1850254.96297167;0;473958.754113342;0;0;0;0;0;0;0;0;0;0;0;113558569.916718
"1133_rue de vincennes";43189905.1516866;131934261.85654;37957149.6909907;6889607.07308691;0;777349.637219058;0;0;0;10832197.9225127;3262125.29499915;236987.779602053;0;0;0;3511.75368251427;785940.269040502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1910968.61147911;640524.064095745;0;0;0
"1134_patriarche";41684513.4865131;133302578.581448;37482039.433132;6474123.55361748;0;1559630.22543938;0;0;0;10494372.5036947;3556976.51994723;366298.236674498;0;0;0;60990.0763332326;432605.324956209;0;7315.60206454055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2332072.92262294;717543.892146393;0;0;0
"1135_jean moulin stade";39557786.6789294;133121007.734566;39278667.8631998;6968918.74772359;0;814151.972049524;0;0;0;11284423.6520609;2863061.10149525;366298.236674498;0;0;0;263786.778412723;681186.742611696;0;321839.772294386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2287734.40247267;599787.742927313;0;0;0
"1137_montreau gestion 3";34363724.9288354;128112096.494226;37440590.4150387;8123915.87023603;0;1232087.64602192;0;0;0;15335348.224998;2654561.50136007;707318.017944779;0;0;0;873400.718985417;1355510.30524816;0;5825210.54200978;0;0;0;0;0;387019.113337214;0;0;0;0;0;0;0;0;0;0;1744799.32176055;340820.572096121;0;0;0
"1139_pf";43791942.1128155;127826666.006348;37133123.9852089;8954280.06968868;0;0;0;0;0;12056597.4116328;3858117.99793778;3905.5649111303;0;0;0;131596.127672616;1681003.4962229;0;363995.155645979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800249.23007693;915015.745744317;0;0;0
"114_BDB CHENAIE CHARMAIE NE";10936077.2876132;84361708.4013335;26698572.2906753;4488391.40710504;0;6576146.01421306;308265.735976236;0;200925.728269535;2274347.72118385;5845009.03209475;3842860.79543715;4243337.82534166;328985.225581307;0;11124103.4618478;16143884.4532336;1679067.94251466;6344947.60684108;21533330.9239006;12777381.3229428;0;477160.281892214;0;9415001.53530524;0;0;0;0;0;0;0;0;0;0;5836348.49380131;2750108.92775608;0;0;0
"114_BDB CHENAIE PINEDE JARDIN DES SONS";12235992.3205006;83270104.2081945;25931585.3284095;4521523.59258575;0;5994733.82421564;308265.735976236;0;154879.970696882;2286734.10877094;5935533.89042316;4055262.49759874;4180345.21397496;254308.552862984;0;10133927.3962121;15969551.0249499;1303050.54638502;5768502.07231129;23401939.8911179;13392709.7639703;0;351551.084228056;0;10638110.8525564;0;0;0;0;0;0;0;0;0;0;5405810.46012086;2743984.71565908;0;0;0
"114_BDB PELOUSE ENTRE PEUGUE ET TERRAINS DE SPORT";13454388.1841492;80920727.0468174;24920323.9281756;4215073.05402599;0;6050398.6808521;308265.735976236;0;211401.741469112;2228055.6141686;6272810.83050291;4466005.85419638;5129766.01813374;231849.033526556;0;8739632.67044048;15402919.5113078;1162436.91688782;5227576.58915655;25336971.9128736;13776272.6058587;0;262148.225449777;0;12261309.3364884;0;0;0;0;0;0;0;0;0;0;5109027.01253733;2490963.96181853;0;0;0
"114_BDB PELOUSE TERRAIN DE BICROSS";13190319.9234949;82089472.679747;25244864.5753831;4359085.56156388;0;5624397.07578103;308265.735976236;0;229358.976286878;2295641.35781309;6187602.73455155;4262513.63695849;4320490.98346575;172262.575888092;0;9412840.23870269;15554171.7218688;1159406.65732223;5367143.59966146;24955319.310095;13842956.8332514;0;270748.766951429;0;11647129.0195554;0;0;0;0;0;0;0;0;0;0;5097314.71758175;2642025.88386069;0;0;0
"114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS";13203105.7419033;81644822.5721946;25146594.9501424;4346544.94470775;0;5798960.6020043;308265.735976236;0;210755.254250133;2261209.93786033;6242873.63033613;4332808.37466595;4635468.61375126;196199.698111653;0;9299176.5685533;15434503.1394115;1171527.46701047;5353205.30846642;25071792.2652558;13826398.4988024;0;262148.225449777;0;11785031.0785741;0;0;0;0;0;0;0;0;0;0;5111608.27948347;2619145.18277756;0;0;0
"114_BDB SENTIER DU PEUGUE";14195561.9147577;80816551.7280961;24699326.701543;4032453.63937876;0;5637392.53257193;308265.735976236;0;312736.058381144;2297155.1794536;6329693.23976193;4486670.73075593;4918081.40578171;132315.747188549;0;8257526.37133009;15190190.2515166;1139354.16508149;4984168.97054932;26241676.1429822;14189847.516347;0;262148.225449777;0;12827764.9800157;0;0;0;0;0;0;0;0;0;0;4840300.95600115;2355104.41747937;0;0;0
