"Amaryllis","Argus vert","Azuré des nerpruns","Azuré porte-queue","Belle-Dame","Brun des pélargoniums","Carte géographique","Citrons","Demi-Deuil et Echiquiers","Flambés","Gazé","Grand Nacré et Tabac d'Espagne","Grande Tortue","Machaons","Mars changeants","Myrtil","Paon du jour","Petites Tortues","Procris","Robert le diable","Silène","Souci","Tircis","Tristan","Vulcain"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37986610106663
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23685721501437,0,0
4.85528582252155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61842860750718,1.61842860750718,0,0,0,0,0,4.85528582252155,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.399528084872107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.479441548896177,0,0,0,0,0,0,0,0,0,0,0,0,0.479441548896177,0.479441548896177,0,0,0,0.958883097792354,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.479441548896177,0,0,0,0,0.479441548896177,0,0,0,1.91776619558471,0,0,0,0,0,0
0,0,0.581529022996266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.14212137276569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14212137276569
0,0,0,0,0,6.42636411829707,0,0,0,0,0,0,0,0,0,0,0,0,4.28424274553138,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.21207614082568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48490034796217,0,0,0,0,0,0.96980069592434,0,0,0
0,0,0,0,0,0,0,0.48490034796217,3.39430243573519,0,0,0,0,0.48490034796217,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.48490034796217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.39430243573519,0,0,0,0,0,0,0.48490034796217,0,0,0,0,0,0,0,0,0.48490034796217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725400480201991,0,0,2.17620144060597,0,0.725400480201991
0,0,0,0,0,0,0,0,0,0,0.939055306833395,0,0.939055306833395,0,0,0,0,0,0,0,0,0,0,0.939055306833395,0
