id_transect,transect_coordonnees,annee,id_transect_annee,geometry,longueur_transect,longueur
829_PTO Roseraie 1,"{""type"": ""LineString"", ""coordinates"": [[4.855773546312898, 45.784182474324695], [4.856014945126426, 45.78433585292077], [4.85611150465004, 45.78444808090042], [4.856358267879052, 45.78431340730274], [4.856041767212825, 45.78412636009262], [4.856465556233632, 45.78405154103912], [4.857270218942396, 45.78418995621385], [4.857334591955145, 45.78399916763879], [4.856969811531603, 45.78385327005074]]}",2020,829_PTO Roseraie 1_2020,,,248.9124337091883
128_Citadelle 1 Lille,"{""type"": ""LineString"", ""coordinates"": [[3.043539808317846, 50.639072779062076], [3.0423918228564553, 50.638827824904915], [3.042241619151059, 50.63891628072243], [3.042252347991009, 50.63918164716467], [3.0421236019565283, 50.63976680889898], [3.0420806866146957, 50.64019546926171]]}",2020,128_Citadelle 1 Lille_2020,,,242.84618600086904
128_Citadelle 2 Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0440119717514498, 50.64560727248054], [3.043250224384517, 50.64617874773807], [3.041211745539681, 50.64533513896746], [3.040246150294554, 50.644852098088975], [3.0398062680093307, 50.644573156732264]]}",2020,128_Citadelle 2 Lille_2020,,,385.4250935559907
129_Parc Leblanc,"{""type"": ""LineString"", ""coordinates"": [[2.374577664596831, 48.67122597656523], [2.374116324640692, 48.671452699146776], [2.374491833904183, 48.67163868175418], [2.374524020415049, 48.67197876245839], [2.374127053480642, 48.672214337852225], [2.3738293282775906, 48.672290501088945], [2.373767637472583, 48.672161200643245], [2.373486005524965, 48.67200533116608], [2.3731587760277724, 48.67159794276726]]}",2020,129_Parc Leblanc_2020,,,270.5536413360031
130_Plaine Duparchy,"{""type"": ""LineString"", ""coordinates"": [[2.3600828770398485, 48.67554804428222], [2.3601794365634627, 48.674598713828644], [2.3604530218788735, 48.674478275102224], [2.360624683255186, 48.674262193141686], [2.360554945826954, 48.674166550007975], [2.360828531142365, 48.67371667061983], [2.3599487665809016, 48.67354663642278]]}",2020,130_Plaine Duparchy_2020,,,290.09415471985227
131_Bois des Coteaux de l'Orge,"{""type"": ""LineString"", ""coordinates"": [[2.35909074479766, 48.67180842091504], [2.3615476482478197, 48.67281448296667]]}",2020,131_Bois des Coteaux de l'Orge_2020,,,212.2781728250854
132_Square du 19 mars,"{""type"": ""LineString"", ""coordinates"": [[2.382105400566772, 48.67610122684908], [2.3818371796668445, 48.67597016507647], [2.3816789293382232, 48.67587629629507], [2.3815716409746592, 48.67602861158796], [2.381617238524233, 48.67604100932375], [2.3816386961951497, 48.67609768464509], [2.381802310948237, 48.676085286923254], [2.381813039788187, 48.67603038269241]]}",2020,132_Square du 19 mars_2020,,,87.16219481004663
133_Parc du vent dune Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.416155077420208, 51.05399824733121], [2.416251636943822, 51.0540623154206], [2.416337467627487, 51.0540623154206], [2.4164018406492183, 51.05410952343152], [2.4166056885363973, 51.05413649941454], [2.4166217817918305, 51.05421405528525], [2.416750527817327, 51.054197195321706], [2.4167827143281935, 51.05419382333052], [2.416895367107241, 51.054261263141484], [2.4170348419726873, 51.054261263141484], [2.4173030628815972, 51.05430509896086], [2.4173888935652625, 51.05432195888512], [2.4175498261106085, 51.05430509896086], [2.4176141991233573, 51.05427812307605], [2.4178985132787174, 51.054264635127765], [2.418096996741429, 51.054197195321706], [2.418000437217815, 51.05414661540553], [2.417877055607801, 51.054183707349836], [2.4177536739888037, 51.05419382333052]]}",2020,133_Parc du vent dune Dunkerque_2020,,,183.28622259301136
134_Parc du vent prairie Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.4159757138616995, 51.05353086607212], [2.4161151887271464, 51.05372307201989], [2.416233205921677, 51.053830976769476], [2.4164638759042383, 51.053918649187025], [2.4168125630723467, 51.05401980946211], [2.417188072335838, 51.05410073752647], [2.417434835564849, 51.054151317492746], [2.4175421239284134, 51.05410748152779], [2.4176118613566446, 51.05400632143858], [2.417627954612078, 51.053905161134026], [2.417595768101212, 51.053841092821564], [2.4174401999803323, 51.05381748868529], [2.4172309876776703, 51.05379725656295], [2.417053961885874, 51.053743304180294], [2.4168286563277794, 51.053669119556474], [2.416678452622383, 51.053628655167635], [2.416549706587903, 51.05359156277311]]}",2020,134_Parc du vent prairie Dunkerque_2020,,,248.43242692512365
135_parc du vent (mare),"{""type"": ""LineString"", ""coordinates"": [[2.4249792052975456, 51.05422124387775], [2.425113315747509, 51.05403915600651], [2.4253922654873863, 51.05384020733705], [2.4256068422145143, 51.05379974309207], [2.4259716226380554, 51.0536480018698], [2.4261379195988853, 51.0535468407825], [2.4263364030615975, 51.05343893537649], [2.4265027000224273, 51.05341195898711]]}",2020,135_parc du vent (mare)_2020,,,144.5542870202256
136_château coquelle Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.4143909251266553, 51.03749717709178], [2.4147020613773984, 51.037652344426085], [2.4152921473590343, 51.03772655470541], [2.4157105719643583, 51.037807511240764], [2.4160860812278497, 51.037928945775775], [2.4159787928642853, 51.038178560211875], [2.415656927782576, 51.038421427024375], [2.4152921473590343, 51.038650800062555], [2.414938095766459, 51.03880596353356], [2.414723519048314, 51.038853187095775], [2.4141548907375943, 51.03900834988901], [2.413854483326801, 51.03901509608809], [2.4136506354396228, 51.039001603688966]]}",2020,136_château coquelle Dunkerque_2020,,,354.71029880885817
137_parc Ziegler,"{""type"": ""LineString"", ""coordinates"": [[2.391827443986911, 51.043174570062206], [2.3915645875024674, 51.04292160972997], [2.3916182316842494, 51.0428305436754], [2.3920366562895725, 51.04285752622833], [2.3921654023240535, 51.04283391649397], [2.3922351397612682, 51.042776578516744], [2.3922673262631506, 51.04273273177939], [2.392283419518584, 51.04266190234939], [2.3922995127740165, 51.04262142834318], [2.3922565974321848, 51.04255059874299], [2.392058113960489, 51.04253036169287], [2.3919561900213915, 51.042543853058724], [2.39186499491326, 51.04257758145898], [2.391811350731478, 51.042591072811085]]}",2020,137_parc Ziegler_2020,,,150.37516952051152
136_Parc marine Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.3733312133778113, 51.03336141049086], [2.3725265506780295, 51.033381651540374], [2.3727840427380067, 51.03407658901721], [2.3729235176124366, 51.03406309518565], [2.372998619465135, 51.03422502091062], [2.3733419422177606, 51.03423176780613], [2.373266840365062, 51.034022613661776], [2.373846197506749, 51.03407658901721], [2.3737603668230842, 51.03330743430243], [2.373459959412291, 51.033550326646825], [2.373363399888677, 51.0334018925867]]}",2020,136_Parc marine Dunkerque_2020,,,390.8804395797072
138_jardin des arts,"{""type"": ""LineString"", ""coordinates"": [[2.3823154161878763, 51.03579251856833], [2.3821008394697314, 51.035873478482806], [2.381907720413519, 51.03596118489392], [2.381859440656204, 51.03603202456828], [2.3818648050716873, 51.03612310399207], [2.381939906924385, 51.03617033028864], [2.382020373192567, 51.03625128954302], [2.3822188566642617, 51.036190570116915], [2.382336873858793, 51.036190570116915], [2.382562179416887, 51.03624454294154], [2.382787484974982, 51.036200690022085], [2.3828733156586472, 51.03626815603397], [2.382985968437694, 51.03630188900306], [2.383179087493906, 51.036312008889574], [2.383200545164822, 51.03626815603397], [2.3833024691039197, 51.03624454294154], [2.3833346556147856, 51.03622767644201]]}",2020,138_jardin des arts_2020,,,175.44510706057045
139_Parc des sculptures talus Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.3829354056031007, 51.045084932145365], [2.3826832779496234, 51.0451827390693], [2.3823989637942633, 51.0453210174697], [2.3822165735869842, 51.04551325749651], [2.382001996859856, 51.04574259542501], [2.3818732508343587, 51.04594832407096], [2.3817123182890128, 51.04612032601252], [2.3816264876053483, 51.046380013999006], [2.3815782078390493, 51.04646770052792], [2.3814816483154346, 51.04639350424937], [2.381406546462736, 51.04628558217032], [2.381438732973602, 51.04597193221807], [2.38155138575265, 51.04582016534734], [2.381664038531697, 51.04574259542501]]}",2020,139_Parc des sculptures talus Dunkerque_2020,,,275.9098577389563
140_4 écluses Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.384366051672941, 51.029666485297156], [2.3843553228419743, 51.02929536816451], [2.384398238183807, 51.02887701437334], [2.3845162553783377, 51.028607106704555], [2.3847737474472983, 51.02822248555153], [2.3849132223127447, 51.02800655649079], [2.385299460416186, 51.0278783481389], [2.3855784101470787, 51.0277906264241]]}",2020,140_4 écluses Dunkerque_2020,,,243.68976865892395
141_Prairie tir à l'arc FPS Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.340708647840353, 51.013103391046656], [2.3406120883167385, 51.012975141470726], [2.3408266650348835, 51.012846891540136], [2.3407515631821854, 51.01264101591363], [2.340982233155763, 51.012560015414856], [2.3409071313030654, 51.01236763866677], [2.341223631969291, 51.0123372633208], [2.3410358773375455, 51.01213813553799], [2.3416635142455307, 51.01213813553799], [2.342055116764455, 51.012161760912754], [2.34240916835703, 51.01224613715217], [2.3426881180879238, 51.01240476406577], [2.342891965975102, 51.012603890703765], [2.3431977378013786, 51.01282326651439], [2.3435947047357857, 51.01315064080071]]}",2020,141_Prairie tir à l'arc FPS Dunkerque_2020,,,377.4127629621497
142_Piste cyclable FPS Dunkerque,"{""type"": ""LineString"", ""coordinates"": [[2.332602727102037, 51.016694850186845], [2.3328038927814734, 51.01631519232103], [2.332940685439179, 51.01590853311619], [2.3330426093782766, 51.015365190352384], [2.3330962535600586, 51.01501420778963], [2.333128440070925, 51.014784717758054], [2.3330855247201088, 51.01435948322259], [2.3331928130836728, 51.01398824353776], [2.3332893726072874, 51.01373174893096], [2.333439576312684, 51.013502252547106], [2.333611237688997, 51.013306504739965]]}",2020,142_Piste cyclable FPS Dunkerque_2020,,,387.4835375219292
143_pâture fort de petite synthe,"{""type"": ""LineString"", ""coordinates"": [[2.3342134803108614, 51.01497911581069], [2.33428858216356, 51.01484412171085], [2.33428858216356, 51.014742875873836], [2.3343905061026575, 51.01447963567101], [2.3344924300507386, 51.01428051708702], [2.3348035662924977, 51.01414552095352], [2.3353292792613853, 51.01404427359125], [2.33572088178031, 51.01401052442703], [2.336096391043801, 51.01406452308252], [2.3360910266193344, 51.014067897994984], [2.336107119874767, 51.01406452308252]]}",2020,143_pâture fort de petite synthe_2020,,,201.76575447042748
144_Transect prairie humide,"{""type"": ""LineString"", ""coordinates"": [[2.357243299484253, 48.56727543478408], [2.3573505878448486, 48.56712989068464], [2.3575651645660396, 48.56700209552022], [2.3578280210494995, 48.56684590099181], [2.358139157295227, 48.56671100532907], [2.3584771156311035, 48.566558359803025]]}",2020,144_Transect prairie humide_2020,,,122.72282438535059
144_Transect prairie pâturée,"{""type"": ""LineString"", ""coordinates"": [[2.3601400852203365, 48.56928461052337], [2.359490990638733, 48.56832617975692]]}",2020,144_Transect prairie pâturée_2020,,,116.78535583797913
145_Parc du Rondeau,"{""type"": ""LineString"", ""coordinates"": [[2.397573694921421, 48.616308471695305], [2.3977614495441832, 48.61667020399528], [2.3980672213794425, 48.616872347385716], [2.3985339257420817, 48.6170071091983], [2.3989791724427882, 48.6170071091983], [2.399386868208162, 48.61692908924757], [2.399708733289871, 48.61676595623099], [2.3999179455925326, 48.61651770932343], [2.399993047445231, 48.6162552755518], [2.3999340388479657, 48.61587580809336]]}",2020,145_Parc du Rondeau_2020,,,309.20904024017347
146_Bassin des 44 arpents,"{""type"": ""LineString"", ""coordinates"": [[2.444829576533106, 48.58569534377314], [2.4449154072257535, 48.58545758984087], [2.4449261360567203, 48.58529080656611], [2.4449127250090292, 48.58509385964611], [2.444853716411764, 48.584873845962285], [2.4447786145590653, 48.584765613077884], [2.444684737243193, 48.58462366795117], [2.4445613556331787, 48.58449236836058], [2.4442126684560876, 48.584428492759926], [2.443973951859284, 48.58441074951956], [2.4437298708380144, 48.58434332516483], [2.44351529411987, 48.584336227856284], [2.443386548085389, 48.58433267920461], [2.443180017990469, 48.58421202483998], [2.4429305725537165, 48.58415879488412], [2.4426730804847563, 48.584174763881514]]}",2020,146_Bassin des 44 arpents_2020,,,287.765069340887
147_Prairie Bois de l'Epine,"{""type"": ""LineString"", ""coordinates"": [[2.3985138704850546, 48.63150927796292], [2.3986882140691086, 48.63180354031488], [2.399474101314699, 48.631417099044924], [2.3997155001192434, 48.63129123909387], [2.39973695779016, 48.63119196905118], [2.3997074534960183, 48.6310572451086], [2.399664538154186, 48.6308835216001], [2.3995465209506723, 48.63086934006365], [2.3990771343802915, 48.63095797460556], [2.3985701968745787, 48.63107674465129], [2.398339526901, 48.631183105643316], [2.39844413304784, 48.631378100221]]}",2020,147_Prairie Bois de l'Epine_2020,,,303.4726703650487
148_Orme Pomponne,"{""type"": ""LineString"", ""coordinates"": [[2.3990654932382887, 48.64095880450593], [2.3989877091778493, 48.64114844430544], [2.3989287005805835, 48.641423154901645], [2.3990869509181882, 48.641628743785596], [2.399237154623585, 48.64168900243944], [2.399411498207639, 48.641710270183836], [2.399575112951743, 48.641712042494476], [2.3997521387525227, 48.64165710080604], [2.399937211176527, 48.64159684212002], [2.4000552283710572, 48.641541900306095], [2.4001410590547225, 48.64146391828042], [2.4001437412624633, 48.641366440575815], [2.4000605927865406, 48.64126010105116], [2.3998835669947445, 48.64099602358858], [2.3998057829343047, 48.64086132582516], [2.3997065411939658, 48.64075321288541], [2.3995429264498607, 48.640666367898476]]}",2020,148_Orme Pomponne_2020,,,268.94385052452606
149_Dock des alcools,"{""type"": ""LineString"", ""coordinates"": [[2.419677598967923, 48.654742386591344], [2.419902904526018, 48.654820348085686], [2.4202945070449418, 48.65476364882525], [2.420686109554883, 48.65482389178548], [2.421109898584673, 48.65488059097815], [2.4215980606272116, 48.6549904454725], [2.4218877391980547, 48.65517471699936], [2.4221988754398143, 48.655426317416726], [2.4223222570588114, 48.655564519928674]]}",2020,149_Dock des alcools_2020,,,230.81375901222603
150_Cirque de l'Essonne,"{""type"": ""LineString"", ""coordinates"": [[2.445886831701642, 48.5952972188401], [2.445672254983497, 48.59540720310607], [2.4454469494254023, 48.59548348237841], [2.4453450254863047, 48.59542582945382], [2.4453235678064056, 48.59528302730467], [2.445401351866845, 48.59510740671406], [2.4454576782653517, 48.594914045960266], [2.4455220512781004, 48.59475793766128], [2.445747356827212, 48.594467007261784], [2.4458385519353434, 48.59434637709232], [2.445881467286159, 48.59423639051102], [2.4459458402989074, 48.594108663860744], [2.446208696783351, 48.594112211831906], [2.4463910869996135, 48.59422929459778], [2.446348171648798, 48.59437476069136], [2.4464071802460636, 48.59454506192104], [2.4465573839514603, 48.594743745968415]]}",2020,150_Cirque de l'Essonne_2020,,,302.21716714661557
151_Parc Bataille,"{""type"": ""LineString"", ""coordinates"": [[2.4349798864906296, 48.64567966729232], [2.4350818104387106, 48.645762959311], [2.435132772403768, 48.64584447902083], [2.435223967511899, 48.64600042941191], [2.4352534718150234, 48.64610144247358], [2.4353930036965417, 48.646204452727666], [2.4356075804236696, 48.646293060328816], [2.4357309620336833, 48.64638521207313], [2.435977725262694, 48.64631432613182], [2.436203030820789, 48.646204452727666], [2.436455158465283, 48.646112300658984], [2.436664370776928, 48.64603787001699], [2.4369057695814726, 48.64603078137615], [2.4368521253996906, 48.64630723752983], [2.4367502014605935, 48.64657305933038], [2.436664370776928, 48.64688141085461], [2.436573175668797, 48.64701609254104]]}",2020,151_Parc Bataille_2020,,,308.86133942351336
152_Hippodrome,"{""type"": ""LineString"", ""coordinates"": [[2.3909912614519686, 48.62865460648075], [2.3908651976342132, 48.628966613073786], [2.390859833209747, 48.62908006953786], [2.3909966258764355, 48.629124388402744], [2.391138782949624, 48.62914211593423], [2.391294351070503, 48.629140343181945], [2.391396275018584, 48.62910488810556], [2.391396275018584, 48.62851278466652], [2.391452601408108, 48.62802349634158], [2.3913319019968524, 48.627979176509825], [2.3909939436686938, 48.62795435738847], [2.3908732442574383, 48.62802349634158], [2.3907444982229578, 48.62816886510985], [2.3907203583443, 48.62826991388295]]}",2020,152_Hippodrome_2020,,,287.64371100115073
153_Cimetière intercommunal,"{""type"": ""LineString"", ""coordinates"": [[2.3968394113613947, 48.61346288945517], [2.397134454356704, 48.61349303560911], [2.3971639586508453, 48.61337067756726], [2.39726051817446, 48.613383090715374], [2.3972927046853254, 48.61326782565294], [2.397429497343031, 48.61328910537859], [2.397410721879856, 48.61334762456898], [2.397504599195729, 48.613361811035276], [2.397461683853897, 48.61347175596941], [2.397611887559293, 48.613491262307136], [2.3976950360352163, 48.61315433364123]]}",2020,153_Cimetière intercommunal_2020,,,141.8915659852689
154_e2,"{""type"": ""LineString"", ""coordinates"": [[2.0886468887329106, 48.93161016451313], [2.0887809991836552, 48.931472720334], [2.0889526605606084, 48.931529107735315], [2.0888024568557744, 48.931578446659216], [2.0887917280197144, 48.931536156156], [2.0887327194213867, 48.931603116102906], [2.0887488126754765, 48.93165950335694], [2.0886576175689697, 48.93168769696007], [2.0885932445526127, 48.931680648560786], [2.088625431060791, 48.93162073712662]]}",2020,154_e2_2020,,,83.38597310899961
155_Jardin des plantes carrés botaniques 2,"{""type"": ""LineString"", ""coordinates"": [[3.0704089321764387, 50.61560797300441], [3.069907359095192, 50.615497348385304], [3.0701165713978535, 50.615305031118446], [3.0707737125999803, 50.61568115530201], [3.070878318755802, 50.61580369285315], [3.0711223997770722, 50.61587687484625], [3.071336976495217, 50.61592452817642], [3.0714308538110897, 50.615887086279024], [3.0714281716033485, 50.61583602909298], [3.0712404169716025, 50.61576965467684], [3.0708729543403197, 50.61569477060567], [3.0706637420376577, 50.615756039400566], [3.070081702679246, 50.61576284703634], [3.069623044939832, 50.61574582793933], [3.069505027736318, 50.61575093366737], [3.069518438784009, 50.61581901002246], [3.069518438784009, 50.61587687484625], [3.068692318404329, 50.61587176912618], [3.068729869330678, 50.61576284703634], [3.068804971183376, 50.615715193542364], [3.068791560144668, 50.615647117042734], [3.068743280378369, 50.61561307875311], [3.0685930766729723, 50.61560456917543], [3.068544796915657, 50.61534077155511], [3.068762055841544, 50.61532715615469], [3.069172433823643, 50.615390127350764], [3.069639138186282, 50.61535608887517], [3.069818846194802, 50.61528630992976], [3.0699636854847157, 50.61524205980846], [3.0700870670947293, 50.61525907908775]]}",2020,155_Jardin des plantes carrés botaniques 2_2020,,,589.0550632133566
156_Morbras - Pelouse calcicole,"{""type"": ""LineString"", ""coordinates"": [[2.5311791896826192, 48.77778549385212], [2.529859542844917, 48.77906516574326]]}",2020,156_Morbras - Pelouse calcicole_2020,,,172.03948288280642
156_Morbras - Prairie humide,"{""type"": ""LineString"", ""coordinates"": [[2.529430080154607, 48.779139797179354], [2.528088975654971, 48.77917161176013]]}",2020,156_Morbras - Prairie humide_2020,,,98.33104194486604
157_Jardin du goût/bouliste,"{""type"": ""LineString"", ""coordinates"": [[2.270093190987446, 48.82961231539269], [2.269676429334393, 48.82938337425907], [2.269402629555192, 48.8294174877303], [2.269210261607338, 48.82934685942255], [2.269211924559609, 48.829171488898815], [2.269463515568519, 48.82911791702874], [2.2694819691832935, 48.82922265926306], [2.2691062991572992, 48.82920316581938], [2.268917632663675, 48.82914959398316], [2.268884319512729, 48.82904728829873], [2.2690434280109244, 48.82888653697909], [2.269320875875444, 48.82882078135032], [2.2695391540657845, 48.82875746235197], [2.269846213294644, 48.82864544433172], [2.270031178325056, 48.82856506803856], [2.2704936449212747, 48.82824599853702]]}",2020,157_Jardin du goût/bouliste_2020,,,332.4359304427524
157_Prairie florilège,"{""type"": ""LineString"", ""coordinates"": [[2.2736050073837855, 48.83036643999649], [2.2732794408388637, 48.83027148196494], [2.2730315509607903, 48.83026417214768], [2.2729760830642336, 48.83047361625418], [2.272902107528222, 48.83087191424543], [2.273501420483434, 48.83095716005782], [2.2735976044573607, 48.83111790472863], [2.273427444947422, 48.83127617705748], [2.2732202711467187, 48.83154409467269]]}",2020,157_Prairie florilège_2020,,,231.56871321948853
157_Rocaille/TB,"{""type"": ""LineString"", ""coordinates"": [[2.269977048046907, 48.83211541954971], [2.2702507944571977, 48.83187674365347], [2.270454266794688, 48.83202286614729], [2.2705578536860567, 48.83207159704416], [2.270687350819913, 48.83196198775625], [2.2708538085432455, 48.83176473261255], [2.271042528729174, 48.83160642658918], [2.2711128028019734, 48.83152118188144], [2.270899889036099, 48.83159314901814], [2.270541009340232, 48.831619951258986], [2.27027466617976, 48.8315444528997], [2.269982036912703, 48.83150793963806], [2.2700782212190065, 48.83163457071564], [2.2702483803965685, 48.831714941978596], [2.270418593275418, 48.83175389165446], [2.2704132288599346, 48.83181720697271]]}",2020,157_Rocaille/TB_2020,,,276.60363749563277
158_HB - Carrés archéos,"{""type"": ""LineString"", ""coordinates"": [[2.3462140560150146, 48.78867226792488], [2.3466002941131587, 48.78901862651662], [2.346696853637695, 48.789096380157616], [2.3469114303588863, 48.78908224314094], [2.3464071750640865, 48.78930843492972], [2.3460102081298824, 48.78949221500736], [2.3455703258514404, 48.78969719968447]]}",2020,158_HB - Carrés archéos_2020,,,194.46446171193617
159_Parc Vauban Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0479455891699225, 50.63643597698567], [3.0483532849442803, 50.636456390915434], [3.0484927598097267, 50.63664011592419], [3.048503488649677, 50.636769403455624], [3.0486322346841566, 50.636898690637146], [3.048938006510433, 50.63700756377581], [3.0493939820421057, 50.63696673638051], [3.049780220136564, 50.63687827689379], [3.049876779669161, 50.63695993180832], [3.05005916987644, 50.63706880480513], [3.050273746603568, 50.63719128662441], [3.0505419675034955, 50.6373341816787], [3.050735086550724, 50.63744305380861]]}",2020,159_Parc Vauban Lille_2020,,,261.3794256783502
160_plaine des vachers Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0295763992425506, 50.63128189937804], [3.0294798397189364, 50.63102329376041], [3.029506661805336, 50.63077149218924], [3.0297373317789136, 50.63077149218924], [3.0298928999087766, 50.630829338616465], [3.0303649686958822, 50.630992669320186], [3.0307887577166888, 50.631111764266066], [3.0308745884093367, 50.63121384540486], [3.0308531307294375, 50.63133634248679], [3.030794122132172, 50.63142140971336], [3.0305688165740774, 50.631435020454646], [3.0303220533450665, 50.63136696670313], [3.030225493821452, 50.63131252363554], [3.0301772140641368, 50.63121724810984], [3.030005552687824, 50.631138985924]]}",2020,160_plaine des vachers Lille_2020,,,264.219168093116
161_Pyramide L.Jouhaux Lille,"{""type"": ""LineString"", ""coordinates"": [[3.039136191300675, 50.63736023530256], [3.0388733348162313, 50.63747931411661], [3.0385085543926897, 50.63757457695063], [3.0383100709299775, 50.637673241823535], [3.0381169518827487, 50.63778211317375], [3.0379828414238017, 50.63779572207337], [3.037880917484704, 50.637778710943955], [3.0378058156320065, 50.63770386191735], [3.03778435796109, 50.63754735901938], [3.037816544471956, 50.637292190134595], [3.037730713779308, 50.63689412390673], [3.0376609763420928, 50.63672400910079], [3.0377038916929084, 50.636577709880385], [3.0379238328265363, 50.63659472144448], [3.038267155579162, 50.63656069831582], [3.038374443942726, 50.63664915839454], [3.0385246476481225, 50.63670699758919], [3.0386158427562537, 50.63677504361007], [3.0388089618034826, 50.637016606181184], [3.039136191300675, 50.63730579917606], [3.0391737422270246, 50.6373330172472]]}",2020,161_Pyramide L.Jouhaux Lille_2020,,,388.766106637847
162_Cimetière Sud Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0527438164991505, 50.6056561771694], [3.052920842290946, 50.605710649949735], [3.0530442239099433, 50.605863854300296], [3.0529798508882116, 50.605894495107115], [3.0528350116072813, 50.60588428150515], [3.052700901157318, 50.60584342708085], [3.0528242827673324, 50.60574809994714], [3.0528832913645974, 50.605799168076885], [3.052947664386329, 50.605591490666185], [3.0526257993046197, 50.60557106332851], [3.0520678998248663, 50.605628940758436], [3.0520142556430843, 50.60567660447013], [3.0515421868559787, 50.60572086358939], [3.050522947438052, 50.605799168076885], [3.0500562430664293, 50.6061328118378], [3.049986505629215, 50.6062281381921], [3.049734377984721, 50.60619749759684], [3.0492515803576654, 50.606023867197216], [3.049594903119274, 50.60589109057528], [3.0500401498109966, 50.605867258834095], [3.0504317523299207, 50.60581278623506]]}",2020,162_Cimetière Sud Lille_2020,,,485.9034013711064
163_Parc JB Lebas Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0689459201842038, 50.62784526694799], [3.0689888355260364, 50.62622543729999], [3.0687635299679417, 50.62594638538275], [3.0687742588078915, 50.62493906223832]]}",2020,163_Parc JB Lebas Lille_2020,,,327.0170920341856
164_cimetière de l'est,"{""type"": ""LineString"", ""coordinates"": [[3.077756833080145, 50.64367636558367], [3.0779284944564576, 50.64367976738653], [3.0780733337463704, 50.643706981766336], [3.0782289018672504, 50.643758008687435], [3.0783147325598983, 50.64380563376532], [3.0783898344125964, 50.64386006236909], [3.0783147325598983, 50.643985928264954], [3.0783200969753817, 50.644074374368294], [3.0784863939362115, 50.64427167662221], [3.078604411130742, 50.644370327435645], [3.0787224283252725, 50.644428157128324], [3.0789316406279346, 50.64450639718311], [3.0788619031907194, 50.644564226708304], [3.078749250420655, 50.644577833644064], [3.0786205043861745, 50.64457103017952], [3.0785775890353593, 50.64456082497518], [3.0786365976416077, 50.644635663081345], [3.0786473264725744, 50.64470709934579], [3.078556131364443, 50.644669680364494], [3.0784220209144797, 50.644618654433394], [3.078325461390865, 50.64454041455983], [3.078271817209083, 50.64449619197041], [3.0782181730273006, 50.644428157128324], [3.078084062577337, 50.644346515188914], [3.078008960724639, 50.64430229241131], [3.0779445877118903, 50.6442682748679]]}",2020,164_cimetière de l'est_2020,,,258.7365339345351
165_Parc Matisse prairie 2015 Lille,"{""type"": ""LineString"", ""coordinates"": [[3.071204169114455, 50.640876090713945], [3.071249766664029, 50.64077062854426], [3.071244402248546, 50.64069918629539], [3.0711317494694987, 50.6406260429289], [3.0710646942400253, 50.64050697208746], [3.071027143313676, 50.6403572825992], [3.0710164144827092, 50.64031305607302], [3.0709976390195353, 50.64018377828363], [3.0710164144827092, 50.6401208402858], [3.0710861519199244, 50.64009022176665]]}",2020,165_Parc Matisse prairie 2015 Lille_2020,,,94.91045771874843
166_Square Foch Lille,"{""type"": ""LineString"", ""coordinates"": [[3.0567050024591085, 50.6357879628291], [3.05549264398497, 50.63650245508826], [3.055685763032199, 50.636590915276614], [3.056372408546433, 50.63621665948793], [3.0570590540516838, 50.63581518177919], [3.0576384111933703, 50.63546813896481]]}",2020,166_Square Foch Lille_2020,,,319.43068879918866
167_Port Darblay,"{""type"": ""LineString"", ""coordinates"": [[2.4837669435306733, 48.59022468744044], [2.483592599946619, 48.590088080024245], [2.4835148158771956, 48.590008244352845], [2.483496040414021, 48.589924860290346], [2.4834719005353634, 48.5898716363515], [2.4834155741458397, 48.58980244514839], [2.4833512011330914, 48.58972260901976], [2.483327061254433, 48.58961970894065], [2.483327061254433, 48.589529227663675], [2.483327061254433, 48.58949197061948], [2.483345836717608, 48.58943874622469], [2.483498722630746, 48.589413908153794], [2.4836167398252766, 48.589401489113776], [2.483823269920197, 48.589394392515565], [2.4839117828116026, 48.58939971495987], [2.483919829443811, 48.58949551890889], [2.4839037361883785, 48.589625031361216], [2.4839037361883785, 48.589781155519695], [2.483922511651553, 48.58988760353785], [2.4839520159546775, 48.58997985830674], [2.483960062577902, 48.59009162827774]]}",2020,167_Port Darblay_2020,,,216.09185250108814
168_Parc François Mitterrand,"{""type"": ""LineString"", ""coordinates"": [[2.500753541596519, 48.610387652509125], [2.5005711513802567, 48.61023868569319], [2.5004155832593775, 48.610125186872644], [2.5001956421257487, 48.61000814094248], [2.4999113279614056, 48.60983789184164], [2.499680715012882, 48.60975653934422], [2.4993803076020886, 48.609657226941174], [2.4988975099750337, 48.609536633044634], [2.498564916062358, 48.60944441399208], [2.498178677958917, 48.609373476141094]]}",2020,168_Parc François Mitterrand_2020,,,225.1435353187033
