"id_transect_annee","transect_coordonnees","transect_type_prairie","transect_paturage_prairie","transect_rythme_fauchage_prairie","amendements","semis_sursemis","duree","longueur_transect","geometry"
"47_GS A.France_2021","{""type"": ""LineString"", ""coordinates"": [[2.400773, 48.777853], [2.400815, 48.777596], [2.40073, 48.777567], [2.40071, 48.77759], [2.400685, 48.777586], [2.40054, 48.777771], [2.400771, 48.777853]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[""espaces-verts.amendements.aucun""]","Non",2400,82.9680245521582,c(2.40071771428571, 48.777688)
"47_GS A.France_2023","{""type"": ""LineString"", ""coordinates"": [[2.400773, 48.777853], [2.400815, 48.777596], [2.40073, 48.777567], [2.40071, 48.77759], [2.400685, 48.777586], [2.40054, 48.777771], [2.400771, 48.777853]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[""espaces-verts.amendements.aucun""]","Non",1800,82.9680245521582,c(2.40071771428571, 48.777688)
"47_GS Anatole France_2019","{""type"": ""LineString"", ""coordinates"": [[2.4007756035491012, 48.77789652316374], [2.4008319299386254, 48.77759604365605], [2.4006951372809198, 48.777560693006436], [2.400579802294131, 48.777772796524765], [2.400780967964585, 48.77789829067819]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",3600,89.7838541803374,c(2.40073268820547, 48.7777448694058)
"47_GS Anatole France_2020","{""type"": ""LineString"", ""coordinates"": [[2.4007756035491012, 48.77789652316374], [2.4008319299386254, 48.77759604365605], [2.4006951372809198, 48.777560693006436], [2.400579802294131, 48.777772796524765], [2.400780967964585, 48.77789829067819]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2400,89.7838541803374,c(2.40073268820547, 48.7777448694058)
"480_Pature du bois joli_2014","{""type"": ""LineString"", ""coordinates"": [[3.0103080065764063, 50.340362807988335], [3.0103026421609234, 50.33967121370553], [3.010189989381876, 50.339253513268005], [3.0101202519446613, 50.33907547589905], [3.010039899717605, 50.339000587366236], [3.009937975769524, 50.33890472066356], [3.009830687414943, 50.33882597286774], [3.009819958574993, 50.33875749641793], [3.009819958574993, 50.33865820539439], [3.009830687414943, 50.33852467575825]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",2100,212.577568186931,c(3.01002000575309, 50.3391034669329)
"481_Site des serres communales_2014","{""type"": ""LineString"", ""coordinates"": [[3.0246568235860556, 50.32999590856634], [3.024254492236165, 50.3304273881066], [3.025085977031329, 50.330372597268585], [3.0250376972650304, 50.33030753307177], [3.0249035868150664, 50.33028013759443], [3.024662188001539, 50.330235619905764], [3.024651459170572, 50.330153433296225], [3.024667552417022, 50.33002330420756]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",2100,174.690665980686,c(3.02473997206535, 50.3302244902522)
"481_Site des serres communales_2016","{""type"": ""LineString"", ""coordinates"": [[3.0246568235860556, 50.32999590856634], [3.024254492236165, 50.3304273881066], [3.025085977031329, 50.330372597268585], [3.0250376972650304, 50.33030753307177], [3.0249035868150664, 50.33028013759443], [3.024662188001539, 50.330235619905764], [3.024651459170572, 50.330153433296225], [3.024667552417022, 50.33002330420756]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",2100,174.690665980686,c(3.02473997206535, 50.3302244902522)
"482_Chemin de la messe - Montmain_2014","{""type"": ""LineString"", ""coordinates"": [[1.2462358791384511, 49.402685541211525], [1.246391447268314, 49.402837392255115], [1.2461983282121019, 49.402818192720986], [1.2462331969307094, 49.40289848162396], [1.246053488931172, 49.40297353417224], [1.2458603698749597, 49.40280073859733], [1.246029349043531, 49.40253368969248]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,115.029285095443,c(1.24614315134275, 49.4027925100391)
"485_ANCA Sempin prairie 2_2014","{""type"": ""LineString"", ""coordinates"": [[2.5870001210461995, 48.895123999719964], [2.585235227516774, 48.89557542547242]]}","Prairie sèche (calcicole)","Pâturée","Non fauchée","[]","Non",1800,138.440959896406,c(2.58611767428149, 48.8953497125962)
"487_PAM prairie humide_2014","{""type"": ""LineString"", ""coordinates"": [[2.566982453051848, 48.89652100356314], [2.565705721564961, 48.89722280816722]]}","Prairie humide","Non pâturée","Fauche tardive","[]","Non",1800,121.657217554266,c(2.5663440873084, 48.8968719058652)
"48_terre plein Allende_2018","{""type"": ""LineString"", ""coordinates"": [[2.4170445399958482, 48.79601515893334], [2.41756488854027, 48.79566354795309], [2.4182139831191716, 48.79508576978441], [2.418240805214554, 48.794990356233264], [2.417892118037462, 48.79482779939855], [2.4176131683065685, 48.795106972772444], [2.417269845553943, 48.795421482681746], [2.4167763190959213, 48.795852605419306], [2.4170391755803653, 48.79601515893334]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",3300,343.298035502802,c(2.41751720482712, 48.7954420946788)
"48_terre plein Allende_2019","{""type"": ""LineString"", ""coordinates"": [[2.4170445399958482, 48.79601515893334], [2.41756488854027, 48.79566354795309], [2.4182139831191716, 48.79508576978441], [2.418240805214554, 48.794990356233264], [2.417892118037462, 48.79482779939855], [2.4176131683065685, 48.795106972772444], [2.417269845553943, 48.795421482681746], [2.4167763190959213, 48.795852605419306], [2.4170391755803653, 48.79601515893334]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",3600,343.298035502802,c(2.41751720482712, 48.7954420946788)
"48_terre plein Allende_2020","{""type"": ""LineString"", ""coordinates"": [[2.4170445399958482, 48.79601515893334], [2.41756488854027, 48.79566354795309], [2.4182139831191716, 48.79508576978441], [2.418240805214554, 48.794990356233264], [2.417892118037462, 48.79482779939855], [2.4176131683065685, 48.795106972772444], [2.417269845553943, 48.795421482681746], [2.4167763190959213, 48.795852605419306], [2.4170391755803653, 48.79601515893334]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,343.298035502802,c(2.41751720482712, 48.7954420946788)
"499_Prairie_2013","{""type"": ""LineString"", ""coordinates"": [[2.463780641555786, 48.76474299942721], [2.4636518955230713, 48.76458034460512]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2700,20.4000998643668,c(2.46371626853943, 48.7646616720162)
"49_prairie audigeois_2019","{""type"": ""LineString"", ""coordinates"": [[2.3911495842027684, 48.79155621824677], [2.390795532610193, 48.79217997956149], [2.3910020627051134, 48.79227893248554], [2.391286376860473, 48.791943198559004], [2.391570691015833, 48.79196086881919], [2.391702119258056, 48.79158625791883], [2.391659203916223, 48.791563286403736], [2.391184452921376, 48.79146786615925], [2.39115226641051, 48.791561519364585]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",3600,250.267342197888,c(2.39127803221117, 48.7917886808354)
"49_prairie audigeois_2020","{""type"": ""LineString"", ""coordinates"": [[2.3911495842027684, 48.79155621824677], [2.390795532610193, 48.79217997956149], [2.3910020627051134, 48.79227893248554], [2.391286376860473, 48.791943198559004], [2.391570691015833, 48.79196086881919], [2.391702119258056, 48.79158625791883], [2.391659203916223, 48.791563286403736], [2.391184452921376, 48.79146786615925], [2.39115226641051, 48.791561519364585]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",2400,250.267342197888,c(2.39127803221117, 48.7917886808354)
"504_Prairie fleurie chateau sainte barbe_2013","{""type"": ""LineString"", ""coordinates"": [[2.291118800640106, 48.79045351521363], [2.29126900434494, 48.790686769104745], [2.2910597920417786, 48.790760986024516], [2.290904223918915, 48.790517130018735]]}","Prairie humide","Non pâturée","Fauche tardive","[]","Non",900,74.9941839869568,c(2.29108795523643, 48.7906046000904)
"505_Du Barry 1_2022","{""type"": ""LineString"", ""coordinates"": [[1.403461, 43.600785], [1.403482, 43.602069]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Je ne sais pas",3600,142.784523198361,c(1.4034715, 43.601427)
"509_Du barry 2_2014","{""type"": ""LineString"", ""coordinates"": [[1.40319764614337, 43.60181070786974], [1.4028918743170935, 43.60059480211057]]}","Prairie sèche (calcicole)","Non pâturée","Plusieurs fauches","[]","Non",1800,137.426380423177,c(1.40304476023023, 43.6012027549902)
"50_Prairie Stade Léo Lagrange Lens_2015","{""type"": ""LineString"", ""coordinates"": [[2.8465721573813316, 50.43498641032775], [2.8464863266886833, 50.43512991924563], [2.84671431445452, 50.435324680651], [2.8469074335107316, 50.435413518918956], [2.8471085991811855, 50.43539985150441], [2.847336586947022, 50.43532638908002], [2.84741168879972, 50.43546648011951], [2.847328540323797, 50.43550235702021], [2.8472775783497566, 50.4354323116111], [2.8471863832416258, 50.435449395865525], [2.8472856249819647, 50.435551901279766]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,145.667929346977,c(2.84705593035094, 50.4353621105113)
"50_Prairie Stade Léo Lagrange Lens_2016","{""type"": ""LineString"", ""coordinates"": [[2.8465721573813316, 50.43498641032775], [2.8464863266886833, 50.43512991924563], [2.84671431445452, 50.435324680651], [2.8469074335107316, 50.435413518918956], [2.8471085991811855, 50.43539985150441], [2.847336586947022, 50.43532638908002], [2.84741168879972, 50.43546648011951], [2.847328540323797, 50.43550235702021], [2.8472775783497566, 50.4354323116111], [2.8471863832416258, 50.435449395865525], [2.8472856249819647, 50.435551901279766]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,145.667929346977,c(2.84705593035094, 50.4353621105113)
"50_Prairie Stade Léo Lagrange Lens_2017","{""type"": ""LineString"", ""coordinates"": [[2.8465721573813316, 50.43498641032775], [2.8464863266886833, 50.43512991924563], [2.84671431445452, 50.435324680651], [2.8469074335107316, 50.435413518918956], [2.8471085991811855, 50.43539985150441], [2.847336586947022, 50.43532638908002], [2.84741168879972, 50.43546648011951], [2.847328540323797, 50.43550235702021], [2.8472775783497566, 50.4354323116111], [2.8471863832416258, 50.435449395865525], [2.8472856249819647, 50.435551901279766]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,145.667929346977,c(2.84705593035094, 50.4353621105113)
"512_Plateau - T1_2013","{""type"": ""LineString"", ""coordinates"": [[2.5222527980784277, 48.80996887376033], [2.5217056274386236, 48.81063303261905]]}","Prairie humide","Non pâturée","Fauche tardive","[]","Non",2700,84.0206102330006,c(2.52197921275853, 48.8103009531897)
"512_Plateau - T1_2014","{""type"": ""LineString"", ""coordinates"": [[2.5222527980784277, 48.80996887376033], [2.5217056274386236, 48.81063303261905]]}","Prairie humide","Non pâturée","Fauche tardive","[]","Non",3600,84.0206102330006,c(2.52197921275853, 48.8103009531897)
"513_square malleret joinville soweto prairie fleurie_2013","{""type"": ""LineString"", ""coordinates"": [[2.2814789414405823, 48.8112724538487], [2.2813233733177185, 48.81151620896596], [2.281189262866974, 48.811689309706466], [2.2811463475227356, 48.81182001803287], [2.2809961438179016, 48.81193659544191], [2.2808673977851868, 48.812070835758966], [2.2806742787361145, 48.812261597696505]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1440,126.027732748823,c(2.2810965350696, 48.811795288493)
"515_Prairie fauche tardive_2013","{""type"": ""LineString"", ""coordinates"": [[-1.1507575213930146, 46.639960363168065], [-1.1510445177561162, 46.64040601707915]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1020,54.1822897189392,c(-1.15090101957457, 46.6401831901236)
"515_Prairie fauche tardive_2014","{""type"": ""LineString"", ""coordinates"": [[-1.1507575213930146, 46.639960363168065], [-1.1510445177561162, 46.64040601707915]]}","Prairie semée","Non pâturée","Fauche tardive","[]","Oui",1800,54.1822897189392,c(-1.15090101957457, 46.6401831901236)
"51_Promenades des squares bas_2021","{""type"": ""LineString"", ""coordinates"": [[1.8462290926018863, 50.96299618928212], [1.842554773306203, 50.96230685760329], [1.8417429351639487, 50.96211747897754], [1.8364750076631002, 50.960981191012216]]}","Prairie sèche (calcicole)","Non pâturée","Non fauchée","[]","Non",1980,719.106856080796,c(1.84175045218378, 50.9621004292188)
"51_Promenades des squares bas_2023","{""type"": ""LineString"", ""coordinates"": [[1.8462290926018863, 50.96299618928212], [1.842554773306203, 50.96230685760329], [1.8417429351639487, 50.96211747897754], [1.8364750076631002, 50.960981191012216]]}","Prairie sèche (calcicole)","Non pâturée","Non fauchée","[]","Non",2160,719.106856080796,c(1.84175045218378, 50.9621004292188)
"524_Grande prairie_2015","{""type"": ""LineString"", ""coordinates"": [[2.6137322187390124, 48.859039929558286], [2.612498402593958, 48.859696379631586], [2.6115328073488304, 48.86018341766915], [2.611007094379943, 48.86053634082047]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[]","Non",2100,260.038824282487,c(2.61219263076544, 48.8598640169199)
"524_Grande prairie_2018","{""type"": ""LineString"", ""coordinates"": [[2.6137322187390124, 48.859039929558286], [2.612498402593958, 48.859696379631586], [2.6115328073488304, 48.86018341766915], [2.611007094379943, 48.86053634082047]]}","Prairie sèche (calcicole)","Non pâturée","Fauche tardive","[]","Non",2100,260.038824282487,c(2.61219263076544, 48.8598640169199)
"527_Bocage 2_2010","{""type"": ""LineString"", ""coordinates"": [[2.52004936337471, 48.957585604537925], [2.5207065045833588, 48.95761026112857], [2.521221488714218, 48.95756094793509], [2.521894723176956, 48.95762082823513]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,135.659513058927,c(2.52096801996231, 48.9575944104592)
"527_Bocage 2_2011","{""type"": ""LineString"", ""coordinates"": [[2.52004936337471, 48.957585604537925], [2.5207065045833588, 48.95761026112857], [2.521221488714218, 48.95756094793509], [2.521894723176956, 48.95762082823513]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",3000,135.659513058927,c(2.52096801996231, 48.9575944104592)
"527_Bocage 2_2013","{""type"": ""LineString"", ""coordinates"": [[2.52004936337471, 48.957585604537925], [2.5207065045833588, 48.95761026112857], [2.521221488714218, 48.95756094793509], [2.521894723176956, 48.95762082823513]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1560,135.659513058927,c(2.52096801996231, 48.9575944104592)
"527_Bocage 2_2014","{""type"": ""LineString"", ""coordinates"": [[2.52004936337471, 48.957585604537925], [2.5207065045833588, 48.95761026112857], [2.521221488714218, 48.95756094793509], [2.521894723176956, 48.95762082823513]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,135.659513058927,c(2.52096801996231, 48.9575944104592)
"527_Foret 1_2009","{""type"": ""LineString"", ""coordinates"": [[2.5060495734214783, 48.963490509908574], [2.506108582019806, 48.9641667204856], [2.5067684054374695, 48.96409276040033]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",1500,124.180747811102,c(2.50630885362625, 48.9639166635982)
"527_Foret 1_2010","{""type"": ""LineString"", ""coordinates"": [[2.5060495734214783, 48.963490509908574], [2.506108582019806, 48.9641667204856], [2.5067684054374695, 48.96409276040033]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2100,124.180747811102,c(2.50630885362625, 48.9639166635982)
"527_Foret 1_2013","{""type"": ""LineString"", ""coordinates"": [[2.5060495734214783, 48.963490509908574], [2.506108582019806, 48.9641667204856], [2.5067684054374695, 48.96409276040033]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",3300,124.180747811102,c(2.50630885362625, 48.9639166635982)
"527_Foret 1_2014","{""type"": ""LineString"", ""coordinates"": [[2.5060495734214783, 48.963490509908574], [2.506108582019806, 48.9641667204856], [2.5067684054374695, 48.96409276040033]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2700,124.180747811102,c(2.50630885362625, 48.9639166635982)
"527_Foret 1_2015","{""type"": ""LineString"", ""coordinates"": [[2.5060495734214783, 48.963490509908574], [2.506108582019806, 48.9641667204856], [2.5067684054374695, 48.96409276040033]]}","Prairie sans distinction","Non pâturée","Fauche précoce","[]","Non",2700,124.180747811102,c(2.50630885362625, 48.9639166635982)
"527_Foret 2_2009","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1980,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2010","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",2100,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2011","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1920,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2012","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",2040,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2013","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2014","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2015","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2016","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2017","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 2_2018","{""type"": ""LineString"", ""coordinates"": [[2.5081095099449158, 48.96508945137613], [2.5062158703804016, 48.96587481574475]]}","Prairie sans distinction","Non pâturée","Non fauchée","[]","Non",1800,163.511391627535,c(2.50716269016266, 48.9654821335604)
"527_Foret 3_2009","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1380,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2010","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1320,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2011","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1380,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2012","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1560,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2013","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1380,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2014","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2015","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2016","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2017","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 3_2018","{""type"": ""LineString"", ""coordinates"": [[2.5059691071510315, 48.96747368076482], [2.50775545835495, 48.96798079904898]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,142.069752430667,c(2.50686228275299, 48.9677272399069)
"527_Foret 4_2009","{""type"": ""LineString"", ""coordinates"": [[2.510402798652649, 48.963117181390764], [2.5089222192764282, 48.96221554627557], [2.5079673528671265, 48.962039443764375]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1980,219.836962658322,c(2.50909745693207, 48.9624573904769)
"527_Foret 4_2010","{""type"": ""LineString"", ""coordinates"": [[2.510402798652649, 48.963117181390764], [2.5089222192764282, 48.96221554627557], [2.5079673528671265, 48.962039443764375]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,219.836962658322,c(2.50909745693207, 48.9624573904769)
"527_Foret 4_2011","{""type"": ""LineString"", ""coordinates"": [[2.510402798652649, 48.963117181390764], [2.5089222192764282, 48.96221554627557], [2.5079673528671265, 48.962039443764375]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,219.836962658322,c(2.50909745693207, 48.9624573904769)
"527_Foret 4_2014","{""type"": ""LineString"", ""coordinates"": [[2.510402798652649, 48.963117181390764], [2.5089222192764282, 48.96221554627557], [2.5079673528671265, 48.962039443764375]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,219.836962658322,c(2.50909745693207, 48.9624573904769)
"527_Foret 4_2015","{""type"": ""LineString"", ""coordinates"": [[2.510402798652649, 48.963117181390764], [2.5089222192764282, 48.96221554627557], [2.5079673528671265, 48.962039443764375]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2700,219.836962658322,c(2.50909745693207, 48.9624573904769)
"527_Foret 5_2009","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",2100,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2011","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1980,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2012","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2013","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1740,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2014","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2015","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2016","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2017","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 5_2018","{""type"": ""LineString"", ""coordinates"": [[2.499038279056549, 48.96612838366175], [2.5007978081703186, 48.9671884244635]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,174.332007457836,c(2.49991804361343, 48.9666584040626)
"527_Foret 6_2012","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_Foret 6_2013","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1680,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_Foret 6_2015","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",900,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_Foret 6_2016","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_Foret 6_2017","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_Foret 6_2018","{""type"": ""LineString"", ""coordinates"": [[2.4978406727313995, 48.963994146782674], [2.4981705844402313, 48.96418961287073], [2.4992702901363373, 48.964247724262684]]}","Prairie sans distinction","Non pâturée","Fauche tardive","[]","Non",1800,112.983202314033,c(2.49842718243599, 48.964143827972)
"527_foret 7_2012","{""type"": ""LineString"", ""coordinates"": [[2.5078466534614563, 48.964857009325435], [2.506135404109955, 48.96551559232178]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,144.805970407482,c(2.50699102878571, 48.9651863008236)
"527_foret 7_2013","{""type"": ""LineString"", ""coordinates"": [[2.5078466534614563, 48.964857009325435], [2.506135404109955, 48.96551559232178]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1320,144.805970407482,c(2.50699102878571, 48.9651863008236)
"527_foret 7_2014","{""type"": ""LineString"", ""coordinates"": [[2.5078466534614563, 48.964857009325435], [2.506135404109955, 48.96551559232178]]}","Prairie sans distinction","Non pâturée","Plusieurs fauches","[]","Non",1800,144.805970407482,c(2.50699102878571, 48.9651863008236)
